,language1_text,language2_text
1233173,"Behold, a virgin shall be with child, and shall bring forth a son, And they shall call his name Emmanuel, which being interpreted is, God with us. ","""Amyan so ji meylimoteng so onowned a mavakes a mangalavat so mahakay. O ngaran na am Imaneydi."" O peypeypangayan na am, ""Macilovot jyaten si Ama ta do to."""
1233174,"Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife: ",Mayokay si Yoseyvo am to na mangozai o mina ciring na jya no tinsi na ni Ama ta do to a mapasakay si Madiya. 
1233175,and knew her not till she had brought forth her firstborn son: and he called his name JESUS.,Am no kaji na pa tazakan no kanakan a mahakay am ji pa nimacitovong si Yoseyvo ji Madiya. Matazak rana a tao o kanakan am ngaranan na ni Yoseyvo a si Yeso.
1233176,"Now when Jesus was born in Bethlehem of Jud&#230; a in the days of Herod the king, behold, there came wise men from the east to Jerusalem, ",No kapeypanirsirngen da pa si Helote am matazak a tao si Yeso do Podiheng a ili do Yotay. O manitanita rana so mata no hanit a nimapo do teyhesa ka ili am mangay sira do Yelosaleng. 
1233177,"saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.","Maniring sira am, ""Wanjin jya o nimatazak a tao a panirsirngen no tao do Yotay. Ta namen nimacita o mata no hanit do daddan no araw a yongkad no kanimatazak na rana. Ori o namen nyai a yaomraralay nya."" "
1233178,"When Herod the king had heard these things, he was troubled, and all Jerusalem with him. ",Mamizing na no panirsirngen a meyngaran si Helote am marahet o onowned na. Akman sang sira o tao do Yelosaleng a mamogaw. 
1233179,"And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born. ","Makarahan am lovoten na ni Helote o panipanirsirngen no mapatanatanang so nakem da si Ama ta do to a kano mangnanao no iwawalam na ni Ama ta do to. Maniring jira am, ""Do wanjin o na katazakan no Misayya a ipanci da no panoyonoywan na so ciring ni Ama ta do to no kakwa."" "
1233180,"And they said unto him, In Bethlehem of Jud&#230; a: for thus it is written by the prophet, ","Maniring sira am, ""Do Podiheng a ili do Yotay. Ta o yadomket a ciriciring da no panoyonoywan na so ciring ni Ama ta do to am, "
1233181,"And thou Bethlehem, in the land of Juda, Art not the least among the princes of Juda: For out of thee shall come a Governor, That shall rule my people Israel.","'Inyo rana tao a meyvahay do Podiheng a macinapnap do Yotay am tana ney likey na o ili nyo am ney manhama kamo a tao. Ta amyan jinyo so asa ka tao a makayokod ninyo a Isedi a tao.'"""
1233182,"Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared.",Makarahan am lovoten na ni Helote a panirsirngen o manitanita so mata no hanit a tao a kapanahes na nya jira so araraw na no nipeytotwaw no mata no hanit ang. 
1233183,"And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also. ","Makarahan am ipanci na sira mangay do Podiheng. Maniring jira am, ""Pakapyahen nyo pala kalahen o kanakan ang. Si makala nyo am ipanci nyo jyaken, ta mangay ko a iraralay."""
1233184,"When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was. ",Mamizing da o ciring na am mangay rana sira. Makarahan am to da cita pa tomwaw o mata no hanit a nimacita da do daddan no araw a meypalanginan nira to meynonozey a mangay a someyked do nikatazakan a tao no kanakan ang. 
1233185,"When they saw the star, they rejoiced with exceeding great joy.",So nisaray da makacita so mata no hanit ang.
1233186,"And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh. ",Somdep sira do vahay am macita da o kanakan a kano ina na si Madiya. Am ori o nilogod da amraralay no kanakan ang. Makarahan am babahen da rana o nipalolo da ovay a kano mahangno a haneng a kano makdeng a kosozi a yazaw da sya. 
1233187,"And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.","Meysinaoli sira o manitanita so mata no hanit a tao am patareken na o rarahan da ni Ama ta do to, do kanimapatateynep na jira a jyangay ji Helote a panirsirngen."
1233188,"And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him. ","Mangay rana sira am patateynepan na si Yoseyvo no tinsi ni Ama ta do to. Maniring jya am, ""Peyvangon rana kangay mo nira meyina a somazok do Ayci, kato nyo ngyanan dang a meyvahay mangay no ipanci ko na inyo a komaro do dang. Ta si Helote am na kalahen o kanakan a yawakwaken."" "
1233189,"When he arose, he took the young child and his mother by night, and departed into Egypt: ","Am ori o nyangayan na ni Yoseyvo nira meyina do Ayci a meyvahay do dang, "
1233190,"and was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.","mangay do nikawakwak ni Helote. O icyakman na sang no vazay am pangononongan na o mina ciring no panoyonoywan na so ciring ni Ama ta do to. Ta maniring am, ""Nipeysinaoli ko o anak ko a apo do Ayci."""
1233191,"Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently enquired of the wise men. ","Katenngan ni Helote o kanimlita da jya no manitanita so mata no hanit am meyoyaoya. Am ori o nipanovoy na so itaysang a mangay omwakwak so anak da mahakay a mablit rana adwa so kakawakawan a kano jyablit pa so ikadwa so kakawakawan a minalikey do Podiheng a kado peycyeylilyan na, do gazagazan na so araraw no nipakacittan da so mata no hanit. "
1233192,"Then was fulfilled that which was spoken by Jeremy the prophet, saying, ","O icyakman na sang am todey mangononong o mina ciring no panoyonoywan na so ciring ni Ama ta do to a meyngaran so Yedimi. Ta maniring am, "
1233193,"In Rama was there a voice heard, Lamentation, and weeping, and great mourning, Rachel weeping for her children, And would not be comforted, because they are not.","""Makamizing do Lama so sivosivovoong ni Reyci a omlololos a amlavi do ananak da a jya nimakey a padnadnahen da so pahad, do kanimamimin no anak da niwakwak da."""
1233194,"But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt, ",Mawakwak si Helote am patateynepan no tinsi ni Ama ta do to si Yoseyvo do Ayci. 
1233195,"saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life. ","Maniring jya am, ""Peyvangon rana, kangay mo nira meyina do Isedi. Ta yarana nimawakwak o yapwa amwakwak si Yeso."" "
1233196,"And he arose, and took the young child and his mother, and came into the land of Israel. ",Makarahan am ipeysinaoli na rana ni Yoseyvo sira meyina yangay do Isedi. 
1233197,"But when he heard that Archelaus did reign in Jud&#230; a in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee: ","Ikongo do nimamizing na o anak ni Helote a meyngaran so Acilaw a omlit do ama na a panirsirngen no Yotay, am ori o ji na nimangai do Isedi. Am ori o nipatateynepan na pa ji Yoseyvo ni Ama ta do to. So nipananawan na no angayan da. Ori o nyangay da tomayo do Cyadidi. "
1233198,"and he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.","O meyngaran so Nasale a ili am ori rana o nikaplinan da meyvahay. O icyakman na sang no vazay am todey mangononong o mina ciring no panoyonoywan na so ciring ni Ama ta do to. Ta maniring sira am, ""Iya rana am ngaranan da tao do Nasale."""
1233199,"In those days came John the Baptist, preaching in the wilderness of Jud&#230; a, ",No kano nang am nimangay o nimanaktak a si Yowani do kabwan no nihakawan no tao do Yotay a mangnanao. 
1233200,"and saying, Repent ye: for the kingdom of heaven is at hand. ","Maniring am, ""Mamlis kamo na, ta yarana makeykai o na katalamozong ninyo ni Ama ta do to."" "
1233201,"For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, Make his paths straight.","O mina ciring no panoyonoywan na so ciring ni Ama ta do to a meyngaran so Isayya am si Yowani o peycirngan na sya. Ta maniring am, ""Amyan so tao a amlololos do kabwan no nihakawan no tao a manci no, 'Inyo rana am wadwaden nyo o rarahan no Panirsirngen ta. So katazineng na rana no pangonongan na.'"""
1233202,"And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey. ",O ayob na ni Yowani am niparing a bobow no baka. O abtek na am kolit no baka. O kanen na am zozon a kano maganinem a amyan do vahay no tapipi. 
1233203,"Then went out to him Jerusalem, and all Jud&#230; a, and all the region round about Jordan, ",Nimai pa sira o tao a apo do Yelosaleng a kado peycyeylilyan na do Yotay a kano macisngen so ili do ayo a meyngaran so Yotan a malovot do tangain na. 
1233204,"and were baptized of him in Jordan, confessing their sins.",Ipanci da o raraten da. Am ori o nitaktakan na jira ni Yowani do meyngaran so Yotan a ayo.
1233205,"But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come? ","Macita ni Yowani o aro a tao a macyagom do Vadisay a kano macyagom do Satokay a mai a manci ni Yowani a tomaktak jira am pamizngen na sira. Maniring jira am, ""Inyo a yakmey mavowaw, sino ipanci jinyo o yanyo katayo no oyaoya na ninyo ni Ama ta do to. "
1233206,Bring forth therefore fruits meet for repentance: ,Ta si mamlis kamo na so icicirawat am ori o ikanoyong nyo rana yana nikomaro do peyraratenan nyo. 
1233207,"and think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham. ","Ji nyo mancyan o kapakaliklik nyo so peyoyaoyyan na ni Ama ta do to, do nyo kapeyineynapo si Apolahan. To ko na macitangayan jinyo am makamaog si Ama ta do to do vato ito so sivosivovoong na ni Apolahan. "
1233208,"And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire. ",Yana mazomtad o zaig do atngeh no kayo. O ji malasi a kayo am miminen na atbahen a kapasleb na sya do apoy.
1233209,"I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire: ",Ko taktakan inyo no ranom do nyo na kapamlis. Am o manownowji pa ka nyaken a yamai am taktakan na inyo no Seyzi a kano apoy. So ikaizaizay na pa ka nyaken. So ji ko macingai jya. 
1233210,"whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.","Yamyan do lima na so ipaninigi. So cigyan na so kadai a kapangay na so pipya kadai do peyvokavokan, kasleb na so ata na do jyahesep a lila no apoy."""
1233211,"Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him. ",No kanang am nimapo si Yeso do Cyadidi a kapeypangay na do Yotan a ayo a mangay ji Yowani a manci nya tomaktak jya. 
1233212,"But John forbad him, saying, I have need to be baptized of thee, and comest thou to me? ","Am naknakmen ni Yowani o kazazat na do nakenakem ni Yeso. Maniring ji Yeso am, ""Beken a yaken o taktakan mo a. Ikongo mo yai jyaken."" "
1233213,"And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him. ","Maniring si Yeso jya am, ""To ta macyozai o akman sya vazay an. Ta o ikakman na sya am ahapen ta o vazay ni Ama ta do to."" Makarahan am to na rana amya ni Yowani a taktakan si Yeso. "
1233214,"And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him: ",Meypapowpow si Yeso apo do ranom am todacyangi o hanit. So nipakacita na so Seyzi na ni Ama ta do to a akmey hato a meyhekas a someyked do kataotao na. 
1233215,"and lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.","Meyratateng am amyan so ciring a apo do teyngato. Maniring am, ""Iya rana ya am Anak ko a ko tey kaglaw. So yako sarayan nya."""
1233216,Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil. ,Makarahan am ipeypalanginan no Seyzi si Yeso a yangay do kabwan no nihakawan no tao a littan ni Satan. 
1233217,"And when he had fasted forty days and forty nights, he was afterward an hungred. ",Makasikapat (40) so araraw si Yeso a jya nikoman am maliliw na o kakcin na. 
1233218,"And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread. ","Ori o nyangay ni Satan ji Yeso. Maniring jya am, ""No ka manoyong a Anak no Tao do to am pancyan pala o aro a vato a kapeyvaliw na a myanpaw."" "
1233219,"But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.","Tovisan ni Yeso am, ""O ciring do Seysyo am, 'Beken a kanehen o ikavyay no tao, ta makdekdeng pa o Ciriciring na ni Ama ta do to a ikavyay no tao.'"""
1233220,"Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple, ",Makarahan am yangay na pa ni Satan si Yeso do Yelosaleng a kangay na nya do toktok na no rako a panaralayan da. 
1233221,"and saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: And in their hands they shall bear thee up, Lest at any time thou dash thy foot against a stone.","Maniring jya am, ""No ka manoyong a Anak no Tao do to am okso pala do teyrahem ito. Ta o ciring do Seysyo am, 'Manovoy o Tao do to so tinsi na a mangay omzat jimo. So tazapyan da jimo no lima da kaji na meyzazan no ai mo do vato.'"""
1233222,"Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God.","Tovisan ni Yeso am, ""O ciring do Seysyo am, 'Ji nyo ngileylamdama o Panirsirngen nyo a Tao do to nyo.'"""
1233223,"Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them; ",Am ori o nitanggahan na ni Yeso ni Satan do makarang a tokon a kapacita na no peykamahamahatawan na kano aro a masamasaod no karawan. 
1233224,"and saith unto him, All these things will I give thee, if thou wilt fall down and worship me. ","Maniring si Satan am, ""No si meylilitod ka amraralay nyaken am to ko na mimina o makakaday a itoro jimo."" "
1233225,"Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve.","Tovisan ni Yeso am, ""Angay rana mo Satan! Ta o ciring do Seysyo am, 'Iraralay nyo o Panirsirngen a Tao do to nyo. So ika iya na no iraralay nyo. Ta abo o ikararwa na a iraralay nyo an.'"""
1233226,"Then the devil leaveth him, and, behold, angels came and ministered unto him.",Makarahan am karwan na rana si Yeso ni Satan a kai no aro a tinsi ni Ama ta do to a somidong sya.
1233227,"Now when Jesus had heard that John was cast into prison, he departed into Galilee; ",Mamizing na ni Yeso si Yowani a nipteng da do pamemtengan am meysinaoli do Cyadidi. 
1233228,"and leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim: ","Am ji rana meyvahay si Yeso do Nasale, ta nimangay rana a meyvahay do Cyapaynong. O ili rana ori am amyan ori do Sipolon a kado Navotadi a macisngen do rako a meybebneng a ranom a meyngaran so Cyadidi. "
1233229,"that it might be fulfilled which was spoken by Esaias the prophet, saying, ","O icyakman na sang am todey mangononong o ciring no panoyonoywan na so ciring ni Ama ta do to a meyngaran so Isayya. Ta maniring am, "
1233230,"The land of Zabulon, and the land of Nephthalim, By the way of the sea, beyond Jordan, Galilee of the Gentiles;","""O tao do Sipolon a kado Navotadi a macisngen do rako a meybebneng a ranom a kado meyngaran so Yotan a ayo a yanan da no beken a tao do Yotay do Cyadidi am"
1233231,The people which sat in darknessSaw great light; And to them which sat in the region and shadow of deathLight is sprung up.,"o amyan do yakasarisaryan a manyahey no kawakwak da am macita da rana o na cirain ni Ama ta do to a mapatazadang sira."""
1233232,"From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand.","Nimyapo no kanang o kapeylimwang na rana ni Yeso no nanao na. Maniring am, ""Karwan nyo o peyraratenan nyo, ta yarana makeykai o yana katalamozong ninyo ni Ama ta do to."""
1233233,"And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers. ",Mangonong si Yeso do pasalan no rako a meybebneng a ranom a ngaranan da Cyadidi am macita na o rarwa ka tao a mangahangahahap a ngaranan da si Pite a si Simong a kano kakteh na a meyngaran so Antele a amzoyo no tawaz da. 
1233234,"And he saith unto them, Follow me, and I will make you fishers of men.","Maniring si Yeso jira am, ""Macilolo kamo jyaken, ta nanawen ko inyo. So icyakma nyoy mangahahap a tao a mapanop so tao."" "
1233235,"And they straightway left their nets, and followed him. ",Mamizing da am to da rana ngaroi o tawaz da a macilolo ji Yeso.
1233236,"And going on from thence, he saw other two brethren, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them. ",Alikey pa o nyalaman na am macita na ni Yeso o anak na ni Sipitay a meyngaran so Yake a kano kakteh na si Yowani a kano ama da a si Sipitay a tomonod so nyayoma da tawaz do tatala da. Macita na sira ni Yeso am tawagan na sira. 
1233237,"And they immediately left the ship and their father, and followed him.",Nimakeykai sira komaro do tatala da kano ama da a macilolo rana ji Yeso.
1233238,"And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people. ",Nilivolivon ni Yeso o peycyeylilyan na do Cyadidi a kapangnanao na so tao do peyneynozyan da do dang a meylimwang no italamozong na ni Ama ta do to a kapangiwakwak na so meykeyngeyngen a tao do dang. 
1233239,"And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them. ",So nipeyyamyamizngan da na do ngaran na ni Yeso do Sidiya. Am ori o nyangayan da no meykeyngeyngen a tao a kano kovotan no kalamsoyan ni Satan a tao a kano mamezamezay a tao a kano ji makapeygonagonay a tao. Nimimin da o akman sang a tao yangay do tangain na. So niteyteyhesan na sira niwakwakan so kataotao. 
1233240,"And there followed him great multitudes of people from Galilee, and from Decapolis, and from Jerusalem, and from Jud&#230; a, and from beyond Jordan.",Aro tao a nimapo do Cyadidi a kado Meykasa ngarnan a ili a kado Yelosaleng a kado aro a ili do katovangan no Yotan a ayo a nimacilolo ji Yeso.
1233241,"And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him: ","Macita ni Yeso o aro a tao a mangay jya am tomanang do tokon. Amlisna do dang am mangay sira o macinanao jya, "
1233242,"and he opened his mouth, and taught them, saying, ","kananao na sira. Maniring am, "
1233243,Blessed are the poor in spirit: for their's is the kingdom of heaven.,"""O tao a omanoyong do kataotao da a ji makanet so nakenakem ji Ama ta do to am tey yapya sira. Ta macizanod sira do italamozong ni Ama ta do to."
1233244,Blessed are they that mourn: for they shall be comforted.,"""O amlavi so onowned a tao am mangay o kasaray da, ta mangay na panadnaden o nakem da ni Ama ta do to."
1233245,Blessed are the meek: for they shall inherit the earth.,"""O mapanalawbo so kataotao da tao am tey yapya sira. Ta mahap da o nipanci na pa ni Ama ta do to a yazaw na sira."
1233246,Blessed are they which do hunger and thirst after righteousness: for they shall be filled.,"""O manoyong a komakzeb so kahap da so vazay na ni Ama ta do to am tey yapya sira. Ta mahap da o amin da ji Ama ta do to."
1233247,Blessed are the merciful: for they shall obtain mercy.,"""O marilaw no icyatatao da am tey yapya sira. Ta akman sang si Ama ta do to a marilaw nira."
1233248,Blessed are the pure in heart: for they shall see God.,"""O ji meylimoteng so onowned a tao am tey yapya sira. Ta mangay kapakacita da si Ama ta do to no makwa."
1233249,Blessed are the peacemakers: for they shall be called the children of God.,"""O mapeyyalalap so nakem no meykaoya tao am tey yapya sira. Ta abneken na sira ni Ama ta do to a akma ney anak."
1233250,Blessed are they which are persecuted for righteousness' sake: for their's is the kingdom of heaven.,"""O mahap so vazay na ni Ama ta do to a tao a pakakasin da am tey yapya sira. Ta macikaop rana sira do italamozong ni Ama ta do to."
1233251,"Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake.","""No monganay jyaken o ji da ninigan ninyo no tao a pakakasin a tamwaden no marahet a ciring am manoyong katey yapya nyo. "
1233252,"Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.",Somaray kamo an. Ta yamyan do teyngato o makdeng a azaw nyo a ipasaray na jinyo ni Ama ta do to. Nimakalapo no kakwa o kakman da sang no panoyonoywan na so ciring ni Ama ta do to a nipakakasi da no tao.
1233253,"Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men.","""Inyo rana am akma kamoy asin no tao do karawan. Am no si tomavang ori am ikongo pavowin a kapait na. So ikabo rana no angangayan na. So to rana walici nya zazasagan no tao."
1233254,Ye are the light of the world. A city that is set on an hill cannot be hid.,"""Inyo rana am akma kamoy zezngang do karawan. Akman so vahay a nipatnek do tokon a abo so ji makacita sya tao. "
1233255,"Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house.",Abo o mapowzib so nipaciscisan na zampo. Ta to rana pacimalaga a izezak so tao do sahad no vahay. 
1233256,"Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.",Akman kamo so zezak ang a peycitacittan da no tao. So inaran nyo si Ama ta do to a tey yapya. Ta no si macita da inyo no tao a tey yapiya so ahahapan sya am admadmain da rana si Ama ta do to.
1233257,"Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil.","""Ji nyo mancyan yaken a yambalinas so iwawalam ni Moyse a kano nanao da no panoyonoywan na so ciring ni Ama ta do to. Ta yaken rana am yako patwawen o peypeypangayan na. "
1233258,"For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled.",To ko na macitangayan jinyo am tana todangay do kaidan no karawan am abo asa ka ciring ni Ama ta do to a mabalinas. 
1233259,"Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach them, the same shall be called great in the kingdom of heaven.",No si amyan so tao a to nazibo no asa ka ciring do nivatvatkan a nanao ni Ama ta do to a kacirara na so tao a akman sya to nazibo nya am imaveveh na tao do italamozong na ni Ama ta do to. Am o tao a mahap so ciring na ni Ama ta do to a mapeyvazay sya a kacirara na so tao a mangozay jya am ney meynakem ori do italamozong na ni Ama ta do to. 
1233260,"For I say unto you, That except your righteousness shall exceed the righteousness of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven.",Am ori o ko pancyan ninyo a makowyowyat pa kano mangnanao no iwawalam ni Ama ta do to a tao a kano tao a macyagom do Vadisay a mapeyvazay so vazay na ni Ama ta do to. Ta ori saon o ipacikaop nyo do italamozong na ni Ama ta do to am.
1233261,"Ye have heard that it was said by them of old time, Thou shalt not kill; and whosoever shall kill shall be in danger of the judgment:","""Nimamizing nyo na o ciring da no kamanrarakehan no kakwa a manci no kaji mangapan so tao, ta o mangap so tao am to rana angayan do pacicicyan o akman sang. "
