,language1_text,language2_text
334111,Maglingkod kamo na may pagkatakot sa Kagurangnan;,Payserbian nio o Dios as kapamahbo nio a sominchad do ipakapamarin na. 
334112,"magtakig asin magduko kamo saiya; ta tibaad lumaad tolos an saiyang kaanggotan, asin bigla kamong magadan. Paladan an gabos na nagpapaampon saiya.",Sincharan nio o Manganak naya no Dios tapian dia somoli as kakastigo na dinio. Patanggalen koynio ta an somoli am mararayaw kamo. Amna mapalak sa o mangay sia a machipel.
334113,"Tadaw ta harayo kang marahay, Kagurangnan? Tadaw ta nagtatago ka kun kami nasa kahorasaan?","Apo a Dios, ango icharayi moaya as kakma moy kanonolayan diamen do panghovokan no pandidiwan namen. "
334114,Sa kapaabaw-abawan linalamag kan mga maraot an mga dukha; dakopa sinda sa mga siod na ginibo ninda.,Sira o makagatogatosen a tawo am mahambog sa as atetekan da sira o makasiasi as dawa paytadiorongen mo dira o mismo da ipangatetek. 
334115,Huli ta ipinaghahambog kan maraot an mga kamawotan nin saiyang puso; minamaldisyon asin tinatalikdan an Kagurangnan kan tawong paslo.,Idaay da o mararahet sa a plano da. Avayen da kano isoli da o Dios do rakoh a kapayagom da. 
334116,"An tawong tampalasan dai naghahanap sa Kagurangnan; an gabos niyang nasa isip, ""Mayo nin Dios.""",Arava do pangtoktoan da o makapamarin a Dios as kaoyod da mahambog a dia omsinchad do Dios.
334117,An tampalasan mauswag sa gabos na panahon. Dai niya nasasabotan an mga paghukom nin Dios; tinutuya-tuya niya an saiyang mga kaiwal.,Ividang no makagatogatosen aya o karakohan na a makahap so atavo a ichahoho na as arava o kaintindian na sia o panyokoyokoran no Dios. Itek na sa o kontra na sa. 
334118,"Nasa boot niya, ""Mayong makakahiro sako; dai ako mamumugtak sa kapahamakan.""","Masaray ya a makavata sia o, ""Entero am mayrahet ava o plano ko as kano mawara ava o kapachispang ko."" "
334119,"An saiyang ngoso pano nin maldisyon, kaputikan asin pang-aapi; sa dila niya yaon an karibokan asin karatan.",Mapno o vivi na no kapangavay as kano chirin a iparahet so kadwan. Oyod a malisto a makavata so makasolisoli kano mararahet a chirin.
334120,"Sa mga baryo nagtutukaw siya sa paghipa, naghahalat tanganing manggadan kan mga mayong sala. Binabantayan niya an saiyang magigin biktima, ",Mangay so masekreto do matatarek a kavahayan o makagatogatosen aya a dia so abangan na dira do abo so mapaparin a atetekan kano dimanen na. 
334121,siring sa sarong leon sa saiyang pinagtatagoan. Minahipa siya tanganing madakop an mga dukha; sinisiod niya sinda dangan ginuguyod sa harayo.,Akmay asa ka leon ya a tomayo a manayayan. Otapan na sa o makasiasi as katetek na dira. Akma na sa yay mahap do tolo na dira as kagorogod na sira. 
334122,Nagkakaroronot an mga biktima; nadadaog huli sa kosog niya.,Homisen na sa o abo aya so mapaparin takwan oyod sia mayet. 
334123,"Nagsaboot siya, ""Mayong pagmakulog an Dios! Tinakpan niya an saiyang lalawogon asin dai niya nanggad ako mahihiling!""","As vatahen no makagatogatosen aya do karakohan na, ""Aw, ara nava navoya o pinarin ko. Nolay no Dios o atavo a ichakey ko a parinyen."""
334124,"Tumindog ka, Kagurangnan; O Dios, itaas mo an saimong kamot! Hare paglingawe an mga nagtitios!","Dawa kastigoan mo sa, O Dios, o makagatogatosen saya. As kawayakan mo sava a sidongen o abo saya so mapaparin. "
334125,"Tadaw ta an Dios isinisikwal kan tampalasanasin minasaboot, ""Dai niya ako papadusahan""?","Ango paro atekan aya nia no makagatogatosen o Dios taya. Vatahen na do karakohan na, ""Nolay na sawen yaken no Dios do aran ango a parinyen ko a marahet."""
334126,Alagad nahihiling mo; namamasdan mo an kahorasaan asin kasakitan; danay kang andam sa pagtao nin tabang. An dukha minasarig sa saimo; ika an danay na nagtatabang sa mga ilo.,"Amna mavoya mo, O Dios, o atavo. Sikasohen mo sa o mian so problema kano pandidiwan. Sidongen mo sa takwan imo o ichasaray kano panayahen da, ta ari da mapanmo o kaimo no fermi a handa a manidong so mangaylangan. "
334127,Baria an takyag kan maraot saka parakasala; padusahan mo sagkod na dai na sinda maggibo kaiyan.,Rarayawen mo o ipakapamarin da a marahet as kakastigo mo dira a manda do kabhes da no pariparinyen da sa as kasinchad da dimo.
334128,An Kagurangnan hade sagkod pa man. Mawawara sa saiyang dagaan mga nagsasamba sa ibang dios.,No Dios o Patol a abo so pandan. Dawa sira o manganianib so matarek am pabohen sa anti do kavahayan no Dios.
334129,"Dadangogon mo, Kagurangnan, an mga pamibi nin mga mahuyo; tatawan mo sinda nin kosog nin boot.","Adngeyen mo, mo Apo o dasal da no mapamahbo as kapagsagsal mo sira. "
334130,"Dadangogon mo an mga inagrangay kan mga naaapi asin mga ilo; susurogon mo sinda sa saimong paghukom, tanganing dai na manakot an mga tawong daganon.",Adngeyen mo o tanyis da no nasbang kanira no atetekan da sa. Agoman mo sa ya tapian omhes sa o tawotawo a mangatetek.
334131,"Tawe ako nin katanosan, O Dios, asin suroga ako tumang sa mga maraot; ligtasan ako sa mga tawong madaya asin bakong matanos!","Iyagom mo yaken, O Dios, dira do mararahet so kaparin a tawotawo as kalibri mo diaken dira do maydaydaday kano makagatogatosen sa. "
334132,"Ika, O Dios, an sakuyang pailihan; tano ta ako saimong isinisikwal? Tadaw ta padagos akong nagtitioshuli kan pang-aapi kan sakong mga kaiwal?","Imo o pacholivan ko, O Dios, as ango kanonolayan mo diaken. Ango paro pa o ipaypangay no pandidiwan ko sa dira do komontra diaken."
334133,"Padarahan an saimong liwanag asin katotoohan; logod ako saindang pangenotan, darahon sa banal mong bulod asin sa saimong erokan.","Itoroh mo o sehdang kano kakawyoran a mapawnot diaken as mapayvidi diaken do manamonamo aya a tokon mo do Sion as kan do templo aya a yanan mo, "
334134,"Dangan madolok ako sa altar nin Dios, sa Dios na sakuyang kaogmahan. Oomawon taka sa pagtugtog kan lira, O Dios, sakuyang Dios.","tapian maypasngen ako anti do altar moaya, O Dios, ta imo o yanan no kasoyosoyotan ko. Maytogtog ako anti a omdaday dimo a Dios ko."
334135,"Tadaw ta mamondo ka, O kalag ko? Tadaw ta napupurisaw ka? Maglaom ka sa Dios; huli ta oomawon ko siya giraray, sakuyang tabang asin sakuyang Dios.","Ango paro o ichangsah kano ichavakel ko. Amna no Dios o pasarayan ko, ta mawara pa anti o tiempo a kadaday ko sia a iya so Mangahwad ko as Dios ko."
334136,"An siisay man na magpaili sa Kagurangnan, asin magdanay sa pag-ingat kan Makakamhan, ","No masaray no Dios a iya so pachagoman na as kadi na abdibdisan a mavidin do proteksion no makapamarin a Dios, "
334137,"makakasabi sa Kagurangnan, ""Ika an sakong pailihan, sakong bantayan; sakuyang Dios, na sakong sinasarigan.""","am iya o maparin a makavata sia do Dios, ""Imo o omonong diaken as omdefende diaken. Imo o Dios ko a voyvoh ko a ichasaray."" "
334138,Ililigtas ka niya sa siod nin paralitagasin sa nakakagadan na peste.,Ta iya o mapavawa dimo do di sa tanggal a pangananawan as kan do atavo a mahara a ganit. 
334139,Tatahoban ka niya kan saiyang mga pakpak; magigin ligtas ka sa saiyang pangataman; iingatan ka asin susurogon kan saiyang kaimbodan.,Oliven naymo as kakopkop na dimo. Maynyoha ava sia a machonong kano omdefende dimo. 
334140,"Dai ka dapat matakot sa diklom nin banggi, ni sa bosog na minalayog sa aldaw;",Dawa mamo ka pava do kadelikadoan do mahep anmana no mangananawa sa mandiman an maraw. 
334141,"ni sa mga peste na minahampak sa kadikloman, ni sa mga karatan na nakakagadan sa kaodtohan nin aldaw.",Mamo kava no marahet sa espirito an masari dana anmana aran ango a makadiman an masehdang pa.
334142,"Pwedeng magadan an sangribo sa kataed mo, an sampolong ribo sa palibot mo, alagad dai ka nanggad maaano.","Aran livolivohen dana sa anti o madiman do omdivon dimo am arava anti o omsalid dimo, "
334143,Mahihiling mo asin mamamasdankun paano pinapadusahan an tampalasan.,ta mavoya mo anti an maypaypango na sa kastigoan no Dios o makagatogatosen saya a tawo.
334144,"Huli ta ginibo mong pailihan an Kagurangnan, an Kahorohalangkawe an saimong erokan, ","Makayamot do ka no mato a Dios no chinasaray mo a omonong kano omdefende dimo, "
334145,"mayong karatan na maabot saimo, mayong kadahasan na madolok sa saimong erokan.",am arava o marahet a maparin dimo as kan arava o makatetek dimo kano familia mo. 
334146,Huli ta ibubugtak nin Dios an saiyang mga angheltanganing atamanon ka saen ka man magduman.,Takwan tovoyen na sa anti o angheles na a machonong dimo. 
334147,"Dadarahon ka ninda sa saindang mga kamot, ta tibaad tumama sa kagapoan an saimong mga bitis.",Talahen daymo do tanoro da tapian di ka makarawa do kabatoan. 
334148,An mga leon saka halas saimong tutungtongan; an ogbon nin leon asin an rimoranon saimong titimaktimakan.,Aran manngonngo sa o komontra dimo so kasolib a mayplano so kapamarin so katetek da dimo am maparin ava ya dimo asna no kahomis mo pa sira.
334149,"""Ililigtas ko siya, huli ta ako saiyang namomotan,"" olay nin Kagurangnan."" Aatamanon ko siya, huli ta aram niya an sakong ngaran.","""Makayamot do kapanganohed kano kaddaw da niaken,"" kwana no Dios, ""am librien ko sa as kapachonong ko sira takwan sincharan da yaken. "
334150,"Kun apodon niya ako, sisimbagon ko siya; iibahan ko siya sa kasakitan. Ililigtas ko siya asin oomawon.","An tawagan da yaken am atbayen ko sa. An mian sa do kagologoloan am karoan ko sava, ta sidongen ko sa as katoroh ko dira so onor. "
334151,"Babalosan ko siya nin halawig na buhay, asin ipapahiling ko saiya an sakong kaligtasan.""","Pakamiahen ko sa a torohan so manaro a viay as katoroh ko pa dira so kalibrian."""
334152,"Kagurangnan, ika sarong Dios na nagpapadusa; pahilingan an saimong kaanggotan!","Apo a Dios, imo o yanan no kapamahes. Ipavoya mo pa o ipakapamarin mo a mangastigo. "
334153,"Magtindog ka, O hukom nin kinaban; tawan sa mapaabaw-abaw an maninigo sainda!",Imo o Hoyis no atavo a tawo as dawa sentensian mo na so machinaho a kastigo da o maato saya so iyangay a mararahet so parinyen. 
334154,Sagkod nuarin mag-oogma an mga maraot? Sagkod nuarin Kagurangnan?,Manngonngo pa so kayendes o kaparin da masaray kano manghomis. 
334155,Sagkod nuarin maghahambog an mga kriminalasin magpapaabaw-abaw kan saindang mga gibo?,Mayendes paro pa o kadaay da nia o pariparinyen da sa?
334156,"Rinoronot ninda an saimong banwaan, Kagurangnan; inaapi ninda an saimong pamana.",Ta atetekan da sa o manganohed dimo mo Apo as kapakasiasi da sira so tinoroh aya dimo a nasion mo. 
334157,Ginagadan ninda an mga balo asin an mga ilo; ginagadan ninda an mga dayuhan na nag-eerok sa samong daga.,"Dimanen da sa o bioda, sira o nasbang kanira no estranghero do kavahayan namen aya, "
334158,"Nagsasarabi sinda, ""Dai kita nahihiling kan Kagurangnan; dai nakakamangno an Dios nin Israel.""","as kavata da sia, ""Ara nava yaten a mavoya no Dios as kan ara nava isanga no Dios no Israel o marahet saya a parinyen ta."""
334159,"Pakasabota nindo, mga tawong patal! Mga lolong, nuarin nindo masasabotan?",Amna inio a makavata sia ya am kapiahen nio ya intindien as kasolib nio a makaintindi sia. 
334160,Ginibo nin Dios an satong talinga—dai daw siya nakakadangog? Ginibo niya an satong mga mata—dai daw siya nakakahiling?,Ta no Dios a minamaog so tidoan ta am makadngey ava do vata nio? Anmana iya o minarin so mata ta am makavoya ava do vata nio? 
334161,Siya an nagsasagwe sa mga nasyon—dai daw niya sinda papadusahan? Siya an paratukdo kan gabos na tawo—mayo daw siya nin pakaaram?,Iya a manhosga so nasiones am mangastigo ava do vata nio? Iya a mapía dana a Maistro am arava do vata nio o kasolivan na? 
334162,Aram nin Kagurangnan an nasa isip nin mga tawo; sinda siring sana sa sarong hinangos.,Mapanmo no Dios o kabo no sinmo no pangtoktoan da no makavata sia o kasolib da.
334163,"Paladan an tawo na sinasagwe mo, Kagurangnan, an tinutukdoan mo kan saimong togon!","Mapalak o tawo a paynananawhen mo, mo Apo as parinyen mo a makaintindi sia o panyokoyokoran mo sa, "
334164,Tinatawan mo siyang kapahingaloan sa mga aldaw nin kasakitansagkod na makalot an kutkot para sa mga tampalasan.,ta pavawahen mo sia do pakasisian kano kagologoloan a manda do kapachispang da no makagatogatosen a di dana a makavolaw. 
334165,Dai pababayaan nin Kagurangnan an saiyang banwaan; an sadiri niyang pamana dai niya tatalikodan.,Takwan no Dios am pasiayen na sava o tawotawo na sa anmana tadichokoran na sava o tinoroh aya sia a nasion na. 
334166,"An hustisya makakabalik sa mga hukoman, asin susunodon iyan kan mga matanos.",Mirwa anti a maytetnek o hostisia as sira o mahoho no kanamonamoan o omonot dia.
334167,Siisay an nagtindog para sako tumang sa mga tampalasan? Siisay an nag-apil sako tumang sa mga paragibo nin karatan?,Sango o omdefende diaken dira do mararahet sa so pariparinyen. 
334168,"Kun dai ako tinabangan nin Kagurangnan, napadali kutana an pagduman ko sa daga nin mga gadan.",An abo o Dios a somnidong diaken am nakalo ako dawri a madiman. 
334169,"Kan magsaboot ako, ""Nahuhulog ako,"" an saimong danay na pagkamoot, Kagurangnan, an nagpugol sako.",Do nakatawag ko nia dimo o kagagtos ko mo Apo am niangay mo yaken a sidongen no rakoh a addaw mo niaken. 
334170,"Kan ako nahahandal asin nahahadit, rinaranga asin pinapaogma mo ako.",Do chinaharan no ichalijalijat ko sa am no kanakenakem ko dimo o tomnoroh diaken so soyot.
334171,"Tutugotan mo daw na mag-apil saimo an mga maraot na hukom, na minabiko kan katanosan sa paagi nin mga pagboot, ",Piahen mo paro sa o makagatogatosen a mapagtin so panyokoyokoran a mapakasiasi sira so mapia? 
334172,na nagmamawot nin maraot tumang sa mga matanos na tawoasin minakondenar sa kagadanan sa mga mayo nin kasalan?,Chitahen da as kano paypanmoan da o kararayaw da so mapipia sa tawotawo as kapadiman da nira o abo so gatos. 
334173,Alagad sinusurog ako nin Kagurangnan; iniingatan ako kan sakuyang Dios.,Amna no Dios o defensa ko as iya o akmay bato a mahni a pachipelan ko. 
334174,"Papadusahan niya sinda huli kan saindang karatan, tutunawon niya sinda huli kan saindang mga kasalan; gagadanon sinda nin Kagurangnan na satuyang Dios.",Iya o omvahes sira a makayamot do gatogatos da as kararayaw na sira a makayamot do mararahet a pariparinyen da.
334175,"Madya, awitan nyato an Kagurangnan; maogmang omawon ta an gapo nin satong kaligtasan!",Mangay ta a omdaday so Dios. Makakanta ta do soyot ta do Dios a iya so pachipelan kano kalibrian ta! 
334176,Dumolok kita sa saiyang atubang na may pasalamat; sa kaogmahan mag-awit kita saiya nin mga awit nin pag-omaw!,Mangay ta do salapan na a mamahemahes as makakanta no soyot ta a omdaday sia. 
334177,Huli ta an Kagurangnan sarong dakulang Diosasin sarong mapangyaring Hade sa gabos na dios.,Takwan iya o makapamarin aya a Dios as Patol a mato kano atavo a anianiven. 
334178,Nasa saiyang kamot an mga kairaroman kan daga; saiya man an mga kalangkawan nin kabukidan.,Iya o maynolay do tana aya a aran do maarahem sa a logar kano makarang dana sa tokon. 
334179,"Saiya an dagat, huli ta ini ginibo niya; huli ta an mamarang daga hinaman kan saiyang mga kamot.",Iya o maynolay do taaw aya a inamaog na as aran no tana aya am pinarin na.
334180,"Madya, magduko asin magsamba kita, lumuhod kita sa atubang nin Kagurangnan na satong Kaglalang!",Mangay ta komheb a omdaday sia. Domogod ta do salapan no Dios a minamaog diaten. 
334181,"Huli ta siya an satong Dios; kita an banwaan na saiyang inaataman, an mga karnero na saiyang pinapakakan. Hinanyoga nindo ngunyan an saiyang tingog!","Iya o Dios ta as yaten o tawotawo na a pachonongan na as yaten o karnero na. An madngey nio do sicharaw o tawag dinio no Dios, "
334182,"""Hare pagpatagasa an saindong mga puso, siring duman sa Meriba, siring kan aldaw sa Massa duman sa kalangtadan, ",am pangehneten nioava o aktokto nio akma so pinarin da no apoapo nio sa do Meribah as kan do desierto no Massah. 
334183,"kan ako binalo kan saindong mga ginikanan, asin pinagprobaran, maski nahiling ninda an sakuyang mga gibo.",Ta dawri a logar am nihawahaway da yaken a aran navoya darana o pinarin ko sa dira. 
334184,"Nabaldi ako sa henerasyon na idto sa laog nin kwarentang taon. Nagtaram ako, 'Sinda sarong banwaan na nagkakasala sa puso, asin dai ninda sinusunod an sakong mga dalan.'","Do apat a poho a ka kawan am rakoh o nakasoli ko nira dawa vinata ko, ""Tinadichokoran da yaken as kadi da anohdan dia o panyokoyokoran ko sa."" "
334185,"Kaya nagsumpa ako sa sakuyang kaanggotan, na dai nanggad sinda makakalaog sa sakong pahingaloan.""","Do soli ko am vinata ko o, ""Masigorado o kaentero da anti a di makasdep do paynehahan aya a niprepara ko dira."""
334186,Mag-awit kamo nin bagong awit sa Kagurangnan! Mag-awit sa Kagurangnan an bilog na kinaban!,Makanta kamo so vayo a kanta do Dios! Pakantay no atavo do mondo aya do Dios! 
334187,"Mag-awit sa Kagurangnan, omawon an saiyang ngaran; ipagrukyaw aroaldaw an saiyang kaligtasan.",Makanta kamo do Dios as kadaday nio sia! Ipayvahevahey nio a kararaw o balita aya do nakalibri na diaten. 
334188,"Ipahayag sa mga nasyon an saiyang kamurawayan, an mga ngangalasan niya sa tahaw kan gabos na banwaan.",Ipayvahevahey nio o pakaknikninan na do atavo a nasion. Ipayvahevahey nio pa do atavo a tawo o makakniknin sa a pinarin na.
334189,"Huli ta dakula an Kagurangnan, asin maninigo nanggad na omawon; dapat siyang katakotan orog sa gabos na dios.",Oyod a mato o Dios dawa pamatohen ta sia a dadayen. Torohan ta sia so onor a iya so mamanito kano atavo a anianiven. 
334190,"An mga dios kan ibang nasyon mga dios-dios sana, alagad an kalangitan linalang nin Kagurangnan.",Ta sira o diosdiosan sa no kadwan a nasion am idolo a abo so ipakapamarin pero no Dios o minamaog so tohos. 
334191,Omaw asin kamahalan yaon sa saiyang atubang; kosog asin gayon yaon sa saiyang santwaryo.,Mian sia do panghovokan no onor kano sehdang. Mapno no avid kano ipakapamarin o templo na.
334192,"Itao nindo sa Kagurangnan, O mga pamilya nin mga banwaan, itao nindo sa Kagurangnan an kamurawayan asin kosog.","Dadayen o Dios, inio atavo a tawotawo do tana aya. Dadayen ta sia do ipakapamarin kano pakaknikninan na. "
334193,Itao sa Kagurangnan an kamurawayan na maninigo sa saiyang ngaran; magdara nin dolot asin maglaog sa saiyang Templo!,Dadayen o mato aya a ngaran na. Manangay kamo so itoroh nio sia do templo na. 
334194,Sambahon nindo an Kagurangnan sa saiyang pagdatong; magtakig sa saiyang atubang an bilog na kinaban!,Komheb kamo a omdaday so Dios. Omlayin kamo atavo do salapan na.
334195,"Sabihan nindo an gabos na nasyon, ""Hade an Kagurangnan! An kinaban, masarig na pinamugtak asin dai nanggad mahihiro; matanos niyang huhukoman an mga banwaan.""","Vatahen nio do atavo a nasiones, ""No Dios o Patol! Pinaytetnek na so mahni o tana aya a dia magliglit as maypatol anti sia so mahosto do atavo a tawotawo."" "
334196,"Mag-ogma an langit, mag-ogma an daga! Maghagubohob an dagat, asin an gabos na yaon diyan;","Maytavo a masoyot! No tana, no tohos, no taaw as kano atavo sa a inamaog dia, "
334197,"mag-ogma an kaomahan, asin an gabos na yaon diyan! Dangan gabos na kahoy sa kadlagan mag-aawit sa kaogmahan","no katakyan kano atavo a mian daw! No kakayoan am mangyaw no soyot, "
334198,"sa atubang nin Kagurangnan, huli ta siya minadatong, huli ta siya minadatong tanganing hukoman an daga. Huhukoman niya an kinaban sa katanosan, asin an mga banwaan, sa saiyang katotoohan.",do kawara anti no Dios a maypatol do tana aya. Ta maypatol anti sia a mahosto as abo so kapangatatarek do atavo a tawotawo.
334199,"Kalag ko, mag-omaw ka sa Kagurangnan! O Kagurangnan na sakong Dios, ika tunay na dakula! Nagugubingan ka nin kamurawayan asin kamahalan;",Dadayen ko o Dios so pasivogen ko do tawol ko. Imo o oyod a mato a Dios ko as Apohen ko. Oyod ka mato so onor kano ipakapamarin. 
334200,natatahoban ka nin kaliwanagan. An kalangitan biniklad mo arog sa sarong tolda.,Sehdang o akmay onayen mo as no tohos aya am pinarin mo a akmay tolda mo. 
334201,"Itinugdok mo an saimong harong sa ibabaw kan katubigan sa itaas. Ginamit mo an mga panganoron bilang karwahe, asin naglulunad ka sa mga pakpak kan doros.",No danom do tohos aya o katnekan no vahay mo. No kademdeman kano salawsaw o sakayan mo. 
334202,Ginagamit mo an mga doros bilang saimong mga sugo; an nagsisilyab na kikilat bilang saimong mga sorogoon.,Pachirawatan mo sa o angheles as matovoy a matatarek so kaparin a akma so apoy kano salawsaw.
334203,"An daga masarig na pinatindog mo sa saiyang pundasyon, tanganing dai nanggad matanyog.",Pinatetnek mo so mahni o tana aya as magliglit ava anti ya. 
334204,Tinahoban mo ini kan dagat siring sa gubing; an mga tubig nakalabaw sa kabukidan.,No taaw aya am pinakakma moy mavolay a lamit do ato no tana aya as aran no katokotokonan am natenep. 
334205,Sa pagsagwe mo an mga tubig duminurulag; nagharale pakadangog kan saimong daguldol.,As do chirin mo am nayadis o taaw aya do nakadngey na so mando mo dia. 
334206,"Buminulos sinda sa mga bukid asin sa mga kapantayan, pasiring sa lugar na itinalaan mo para sainda.",Minoyog ya a yapo do katokotokonan a mangwan do karatayan na as kangay na do niprepara mo a yanan na. 
334207,"Nagbugtak ka nin kasagkoran na dai nanggad ninda pwedeng lampasan, nganing an daga dai na ninda giraray malantopan.",Tinodin mo o pamandan no taaw aya tapian di dana mirwa matenep o tana aya.
334208,"An mga burabod pinabulos mo sa mga kapantayan; asin an mga salog, sa pagultanan kan kabubuldan.",Pinarin mo sa o atboran do ratay sa as kawyog no danom do ahsong sa do paytaywawan da no tokotokon. 
334209,Tinatawan ninda nin inomon an gabos na hayop sa oma; an mga lalaw na asno sa saindang pagkapaha.,Tomoroh sa ya so danom do atavo a vinyay do takey. Diaya o paboan da sia no volaw a kabayo o kawaw da. 
334210,"Sa mga kahoy na harani sainda, naggigibo nin salagan an mga gamgam asin nag-aawit sa kaogmahan.",Do kakayoan sa do omdivon am makakanta sa o manomanok as kapamarin da daw so otioyan da.
334211,Hale sa langit binabaribi mo an mga bulod; napapano an daga kan saimong mga balaog.,Pagtinen mo do katokotokonan o timoy a yapo do kademdeman as kapanalasal mo so bendision mo do tana aya. 
334212,"An doot pinapatalubo mo para sa mga baka, an tinanom para sa mga kaipuhan nin tawo, nganing magkaigwa siya nin kakanon hale sa daga, ",Patovohen mo o dibobot tapian mian o kanen da no baka. Patovohen mo o mohamoha sa tapian mian o yanien no tawo a kanen na. 
334213,"asin arak para sa kaogmahan nin saiyang puso, lana sa pagpakintab kan saiyang lalawogon, asin tinapay sa pagpakosog saiya.","Parinyen mo o kasi no obas kano olivo a hapan so vino kano haneng a tomoroh so kayayakan. Aran no tinapay a tomoroh diamen so ayet am yapo pa dimo, O Dios."
334214,Dakul na uran minabaribi sa mga kahoy nin Kagurangnan; sa mga sedro na saiyang itinanom sa Lebanon.,"Diligan sa no Dios no timoy o nimoha na sa kayo. No kayo saya a sedro do Lebanon am nimoha na sa, "
334215,Duman minagibo nin salagan an mga gamgam; sa kahoy na aguho igwa nin harong an kalaw.,as dawri do kakayoan saya o pamarinyan da so otioyan da no manomanok. 
334216,An haralangkaw na bukid para sa mga lalaw na kanding; an kagapoan sarong pailihan para sa mga kuneho.,No makakarang sa a tokon am vahay da no volaw a kaddin. No kabatoan sa am vahay da no koneho.
334217,An bulan ginibo mong tanda para sa mga panahon; aram kan aldaw an oras nin saiyang pagsolnop.,Pinarin mo o vohan do tohos a tayongkad no tiempo. Pinarin mo o araw a makapanmo so kasdep na do makoyab. 
334218,"Ginibo mo an banggi, asin sa kadiklomanminaluwas an gabos na hayop sa kadlagan.",Pinarin mo o mahep as do kasarisarian no ahep am mayvidividi sa o volaw a vinyay. 
334219,Nag-uurungal an mga ogbon na leonmantang naghahanap kan kakanon na hale sa Dios.,Mangyaw sa o leon do kachita da so kanen da a nia so yapo do Dios. 
334220,Pagsirang kan aldaw sinda minabalikasin minapahingalo sa saindang mga lungib.,An maysehsehdang dana am mayvidi sa do achip da a makaycheh. 
334221,An tawo minaluwas sa pagtrabaho asin minatrabaho siya sagkod magbanggi.,Mangay a maytrabaho o tawo do maraw a manda do kapaysarisari narana.
334222,"Kagurangnan, kadakul an saimong mga gibo! Sa kadonongan, iyan gabos ginibo mo! An daga pano kan saimong mga linalang.","Apo, tayto oyod a aro o pinarin mo as ay so karakoh no kasolivan mo do nakaparin mo so atavo! Mapno o tana aya no inamaog mo sa a imo so taydira sia atavo. "
334223,"Yaon an dagat, dakula asin mahiwas, pano nin dai mabilang na linalang, nin mga bagay na buhay, sadit asin dakula.",Pinarin mo o mawvong aya a taaw a yanan da no dia vidangi a rarakoh kano dedekey a inamaog mo. 
334224,"Sa ibabaw kan dagat naglalayag an mga sakayan, mantang sa irarom nagkakawat an Leviatan na saimong linalang.",Maybiahe sa dia o bapor. Dia pa o payayayaman ni Leviathan a asa ka oyod a rakoh a inamaog.
334225,"Sinda gabos minasarig saimo, na tawan mo nin kakanon sa tamang panahon.",Atavo sa o inamaog moaya am machidepende sa dimo do itoroh mo a kanen da a kararaw. 
334226,"Kun tinatawan mo sinda, ini saindang inaako; kun binubuksan mo an saimong palad, napapano sinda nin mga marahay na bagay.",Itoroh mo o kanen da a iyangay da ahapen as kaoyod da makamia. 
