Book_Code,Chapter,Verse,Text
GEN,38,6,Pina'andahan we' si Yahud si Er anakne sakahin si dende inēnan si Tamar. 
GEN,38,7,"Saguwa' si Er, ga'i kasulutan Tuhanin si hinangannen. Hangkan hep pinapatey iye we' Tuhanin. "
GEN,38,8,"Ubus pa'in si Yahud pu si Onan, ""Hinangun anda bakas anda pungtina'inu ley. Tuhutun pangaddatanten bi supaya niya' puli' pungtina'inun."" "
GEN,38,9,Saguwa' kata'uhan si Onan we' nakanakin gey kajari paganakne. Hangkan hep kahaba' iye pa'ulid si anda pungtina'inen pabu'usne manni'nen si luwasan supaya dendehin gey betteng we' ne. Manjari gana' tubu' sakane mamateyin. 
GEN,38,10,Gey te'ed kasulutan Tuhanin si hinangan si Onan miya'an. Hangkan pinapatey du isab iye we' Tuhanin. 
GEN,38,11,"Ubus pa'in si Yahud si eyu'annen, si Tamar, ""Pīne kew dahu' si luma' samanun. Da'a kew magella. Agadun ne si Shela anakkun samanta'an gey pe iye hadje."" Bu tapikilne kaw isab si Shela matey kuwe' me' pungtina'inen. Ubus pīne si Tamar si luma' samanen, patenna' la'i."
GEN,38,12,"Pag tiggel-tiggel ne, matey ne anda si Yahudin iye anak si Shuahin. Pag kewuli'an ne dukkanen, pīiye duk bagaynen si Hira a'a amban Adullamin hap Timna, pīsi a'a mangultihan bili-bilinen. "
GEN,38,13,"Pag kale si Tamar we' hap Timna meto'anen magpakulti bili-biline, "
GEN,38,14,"iluwasan we' ne badju'ne pagbalunen, bu magmastura iye, duk iye gey takilale. Ubus ningkolo' iye si behe tarangka Enayim si lān tudju Timna. Pegge' kata'uhanne we' subul ne si Shela bu ga' ta'ellane. "
GEN,38,15,"Pag takite si Yahud iye, kannalne we' burikat iye pegge' kinumbusan luwenen. "
GEN,38,16,"Ga' iye takilale we' si Yahud we' bakas eyu'annen. Pīsi Yahud si iye la'i si higad lān. Pa'inne, ""Dayi' kew, magulid kite."" Ubus pa'in dendehin, ""Ine pangurungnu akuhin bang kite magulid?"" "
GEN,38,17,"Pa'in si Yahud, ""Pabo'ohante sa' kew anak kambing amban me' panenkun."" ""Urunganun ku dahu' ine-ine hinangnu sanda' samanta'an gey tekka pinabo'ohannun,"" pa'in eyu'annen. "
GEN,38,18-19,"Pa'in si Yahud, ""Ine sanda' kabaya'annu inambananku ka'uhin?"" Pa'in dendehin, ""Pagtataknun sampay bowetnen duk tungkud inantanannun."" Ubus pinangurung ne we' si Yahud duk magulid ne siye. Pag tahala' ne dendehin, iluwasan badju'ne masturahin duk asekne balik badju' pagbalunen. Ga' du tiggel kata'uhanne ne we' betteng iye."
GEN,38,20,"Ubus dina'ak we' si Yahud bagaynen si Hira, a'a amban Adullamin pīnūranan kambingin si dendehin, duk dina'ak we' ne ineddo' me' panyap bakas inambanannen hinang sanda'in. Saguwa' ga' ne dendehin takasuwa'ne. "
GEN,38,21,"Tinilew we' ne me' lella mala'ihin, pa'inne, ""Intag ne burikat matu'u si higad lān inin?"" ""Ga' niya' bakas burikat tu'u,"" pa'inde. "
GEN,38,22,"Ubus balik ne iye pīpu si Yahud duk pa'inne, ""Ga' ne iye la'i. Duk pa'in me' lella mala'ihin pe, we' gana' bakas burikat la'i."" "
GEN,38,23,"Pa'in si Yahud, ""Bakas ne iye pabo'ohanku anak kambing saguwa' ga' ne iye la'i. Ambat ne si iye me' panyapley duk kite gey pasayehan me' a'ahin."""
GEN,38,24,"Pag hatu me' tellum bulan palabey, niya' ngakahan si Yahud we' eyu'annen si Tamar tatuksa' we' burikat iye. Bu betteng iye. Pa'in si Yahud, ""Paluwasun bi iye, eggasun bi duk iye matey."" "
GEN,38,25,"Pag bino'o ne iye paluwas, masan iye pīsi meto'anen pu si Yahud, pa'inne, ""Iye mekebetteng akuhin dapu' panyap inin. Payamanun bi bang sine dapu' tatak inin duk ingketne duk tungkud inin."" "
GEN,38,26,"Takilale we' si Yahud me' panyapin. Pa'inne, ""Pesōng pe dupangkun amban iye. Pegge' ga' iye pa'ellahanku si anakkun si Shela."" Ubus ga' ne iye bakas pa'ulid balik."
GEN,38,27,"Pag ta'abut ne iye sōng nganak, kambal anakne dem bettengin. "
GEN,38,28,"Pag nganak ne iye, dembuwa'in paluwasne tangannen. Hangkan ngeddo' hilu peyat pandeyin bu iningketan we' ne diyata' lengngenne duk pa'inne, ""Iye inin mapaguwa' dehelluhin."" "
GEN,38,29,"Pag inonot we' ne balik tangannen, iye mapaguwa' dehelluhin dembuwa'in. Ubus pa'in pandeyin, ""Paguwa' kew hati' dehellu."" Ubus inēnan iye si Peres. "
GEN,38,30,Ubus paguwa' ne isab tege ingket peyat si lengngennen duk inēnan iye si Sera.
GEN,39,1,"Na, bino'o si Yusup hap lahat Misir we' me' a'a bangsa Isma'el bu pinabellihan. Binelli iye we' si Potipar, dembuwa' kapangandelan sultan Misirin, iye kapitan si me' guwaldiya sultanin. "
GEN,39,2,"Patenna' si Yusup si luma' disi Potipar, amunen. Tabangan Tuhanin si Yusup hangkan magkasuddahan te'ed kēmon me' hinangannen. "
GEN,39,3,Takite Potipar we' tinabangan we' Tuhanin si Yusup hangkan magkasuddahan kēmon hinangannen. 
GEN,39,4,Manjari sinna iye pu si Yusup. Hangkan hinangne iye dīdara'akanne duk urunganne iye kapatut magbaya' si kēmon dara'akannen. Pinangandel we' ne me' kēmonnen pu si Yusup. 
GEN,39,5,Kemuwe miya'an iledjiki'an we' Tuhanin si Potipar sabab si Yusup duk kēmon panyapnen si luma' duk si bulaknen magka'ekka. 
GEN,39,6,"Pinangandel we' Potipar kēmon me' pangalata'nen pu si Yusup. Pegge' la'i ne si Yusup, ga' niya' kasusehan Potipar, iye hadja pinikilnen bang ine kabaya'anne kinakanin. Na, hāp te'ed lella si Yusup. "
GEN,39,7,"Ga' du tiggel anda amu Yusupin mabaya' si iye duk pa'inne, ""Magulid kite."" "
GEN,39,8,"Saguwa' ga'i ngatu si Yusup duk pa'inne si anda amunen, ""Pikilun, pegge' tu'u ku ga' niya' kasusehan amukun sabab luma'in. Bakas urunganne ku kapatut magbaya' si kēmon pangalata'nen duk me' dara'akannen. Aku pangandelannen. "
GEN,39,9,"Aku duk iye sali' kapatut kamihin tu'u si luma' inin. Ga' niya' pamagesanne aku bukut hadja bang ka'u, pegge' ka'u hep andanen. Ga'i ku makajari hinang la'at sāmiya'an, duse iyan tudju Tuhan."" "
GEN,39,10,Bisan buyu'-buyu'ne si Yusup kahaba' ellew ga'i ngatu si Yusup pa'ulid si iye duk bisan nawe'an iye.
GEN,39,11,Dambuwa' ellew padiyalem luma' si Yusup pegge' niya' hinangne la'i. Ga' niya' la'i diyalem me' dara'akanden bisan dambuwa'. 
GEN,39,12,"Inagew we' dende miya'an semmek Yusupin duk pa'inne, ""Magulid kite."" Magubas si Yusup paluwas duk ta'ambanne semmeknen la'i si dendehin. "
GEN,39,13,Pag kitene we' ī' ne lahi si Yusup duk ta'ambanne semmeknen 
GEN,39,14,"lingananne me' dara'akanden duk pa'inne si siye, ""Payamanun bi! Bakas bino'o we' ellakun lella Hibrani miya'an pitu ma'iya' kite bi. Pikilun bi, pitu iye sōng ngulidan aku, manjari magkilahap ku. "
GEN,39,15,"Pag kilahap ku ta'ambanne semmeknen si bihingku duk magubas ne iye paluwas."""
GEN,39,16,Ubus miya'an inenna' we' dendehin semmek Yusupin sampay tekka ellanen. 
GEN,39,17,"Pag tekka ellanen inaka we' ne bakas inakane si me' dara'akanden. Pa'inne, ""Lella Hibrani bakas binellinun pitu ensini' sōng nganggagahan aku; "
GEN,39,18,"bu pag kilahap ku ta'ambanne semmeknen duk magubas iye paluwas."""
GEN,39,19,"Pag inakahan we' andanen we' ""sāī' hep hinang dara'akannu si akuhin"" inastel iye manamal pu si Yusup. "
GEN,39,20,Da'akne siniggew si Yusup duk kinalabusu diyalem kalabusu me' pilisu sultanin. Ubus la'i ne si Yusup diyalem kalabusu. 
GEN,39,21,Saguwa' tinabangan we' Tuhanin si Yusup duk kasulutan Tuhanin si iye hangkan kahāpan nakura' guwaldiyahin pu si Yusup. 
GEN,39,22,Pinangandel we' nakura' guwaldiyahin pu si Yusup kēmon me' pilisu sinduwehin. Ine-ine hinangde diyalem kalabusu iye kapatasin. 
GEN,39,23,"Na, pegge' si Yusup ne mangantan diyalem kalabusuhin, ga' niya' kasusehan nakura' guwaldiyahin pegge' tabangan Tuhanin si Yusup duk magkasuddahan kēmon hinangannnen."
GEN,40,1,"Pag tiggel-tiggel ne amban miya'an, niya' duwangan dara'akan sultan Misirin niya' kasalla'an amuden si siye. "
GEN,40,2,Inastel sultanin si dara'akanne duwangan miya'an. Dambuwa'in nakura' me' a'a magbo'o-bo'o ininum si sultanin duk dambuwa'in nakura' me' a'a maghinang-hinang panin. 
GEN,40,3,Dina'ak siye kinalabusu we' sultanin la'i si luma' kapitan me' guwaldiyahin. La'i hep isab pangalabusuhan si Yusupin. 
GEN,40,4,Dina'ak si Yusup we' kapitanin ngahatul duwangan pilisu miya'an. Tiggel-tiggel siye la'i dem kalabusu.
GEN,40,5,Manjari dambuwa' sangem neginep duwangan dara'akan sultan Misir miya'an pag la'i dem kalabusu. Magseddili-seddili teginepden duk magseddili-seddili isab hātinen. 
GEN,40,6,Pag tekka si Yusup salungin takitene we' suse siye. 
GEN,40,7,"Hangkan tilewne siye, pa'inne, ""We'ey ka'am suse kuwe'itu?"" "
GEN,40,8,"Nambung siye, pa'inde, ""Suse kami pegge' niya' teginep kami dibuhi' bu ga' niya' ta'u mahātine."" Pa'in si Yusup, ""Na, luwal du Tuhanin ngurung kata'u mahāti teginep. Akahanun bi ku bang ine tineginepbin."""
GEN,40,9,"Manjari magaka ne nakura' me' a'a magbo'o-bo'o ininumin sabab tineginepnen pu si Yusup, pa'inne, ""Neginep ku we' niya' ko' bahan ubas si harapanku. "
GEN,40,10,Bahan miya'an tege pange tellu. Ngandawen me' pange miya'an bu magtawus numping duk tege buwa' ubus bu tahak buwa'nen. 
GEN,40,11,"La'i ko' ku ngantan sawan sultanin bu ineddo' we' ku buwa' ubasin duk pinessel we' ku pinapībohe'nen dem sawanne duk sōnganku iye."""
GEN,40,12,"Pa'in si Yusup, ""Na, inin hātinen, tellu pangehin tellum bahangi. "
GEN,40,13,Katellum bahanginen ampun sultanin kew iyan duk pinaluwas kew duk pinabalik pīsi hinangnu tagna'in. Duk sōngannu du sawanin si sultanin kuwe' tagna'in. 
GEN,40,14,"Na, bang hāp ne parasahannun esseb-essebun sa' ku duk sabbutun ku si sultanin duk du ku paluwasne amban kalabusu inin. "
GEN,40,15,"Hangkan hep ku tu'u si lahat inin pegge' bakas ku siniggew amban lahat me' Hibrani. Bu tiggelanku tu'u si lahat inin ga' isab niya' bakas hinangku la'at bu masi pe ku iside dem kalabusu."""
GEN,40,16,"Pag kale nakura' me' a'a maghinang-hinang panin we' hāp hati' tineginep a'a magbo'o-bo'o ininum si sultanin, pa'inne pu si Yusup, ""Na, teginepkun isab we' maglutu ku tellu paraka' pinagbangkat-bangkat penno' we' pan. "
GEN,40,17,"Paraka' amban diyata'in penno' we' bayu'-bayu'an pan duk bāngbāng para si sultanin. Manjari pan amban diyata'in kinakan we' me' manuk-manuk."" "
GEN,40,18,"Pa'in si Yusup, ""Hātinen, tellu paraka'in tellum bahangi isab. "
GEN,40,19,"Katellum bahanginen paluwas sultanin du kew ubus bu da'akne pinunggelan kōknun duk binowet barannun diyata' kayu duk kakan me' manuk-manuk isinun."""
GEN,40,20,"Katellum bahanginen ne, ellew panganakan sultanin. Magkādja'an iye duk batikne kēmon kapangandelannen. Paluwasne amban kalabusu nakura' me' a'a magbo'o-bo'o ininumin duk nakura' me' a'a maghinang-hinang panin duk da'akne bino'o si harapan kapangandelannen kēmon. "
GEN,40,21,Pinabalik we' ne nakura' me' a'a magbo'o-bo'o ininumin pīsi hinangne tagna'in supaya sōnganne sawanin si sultanin. 
GEN,40,22,Saguwa' nakura' me' a'a maghinang-hinang panin dina'ak we' ne pinapatey binowet diyata' kayu. Tewwa' te'ed me' bakas pina'in si Yusup sabab taginepden. 
GEN,40,23,Manjari nakura' me' a'a magbo'o-bo'o ininumin ga' ta'essebne nabang si Yusup. Takeyipatne ne.
GEN,41,1,Palabey ne duwen tahun neginep sultanin we' la'i ko' iye nengge tapit si higad bohe' hadje inēnan Nil. 
GEN,41,2,Niya' ko' takitene patakas amban Nil miya'an pitu' sapi' hāp duk lemmek. Mangan balili siye la'i. 
GEN,41,3,"Ubus niya' isab paturul pitu' sapi' seddili, debbes duk kagkag manamal patakas amban Nil miya'an. Pīsiye nengge si bihing sapi' sinduwehin la'i si higad Nil. "
GEN,41,4,Bu me' sapi' makagkagin kakande me' sapi' mahāp duk malemmekin. Ubus miya'an ngape ne sultanin. 
GEN,41,5,Ubus tuli iye balik bu ne ne isab neginep balik. Niya' ko' dampo'on kuwe' paley pitu' tangka buwa'nen lemmek duk hāp manamal. 
GEN,41,6,"Ubus niya' ko' isab takitene tomo' pitu' tangka, buwa'nen kagkag duk lanes sabab baliyu panas. "
GEN,41,7,Iloroy we' makagkagin me' pitu' malemmekin. Ubus bu ngape sultanin duk kata'uhanne we' teginep hati' hadja miya'an. 
GEN,41,8,"Pag salung ne suse sultanin. Masan iye da'akne pīsi iye kēmon me' a'a elimu'an duk a'a lalem kata'unen. Pag la'i ne siye kēmon inakahan we' sultanin me' teginepne miya'an, saguwa' ga' niya' siye ta'u mahātine si sultanin."
GEN,41,9,"Manjari missānakura' me' a'a magbo'o-bo'o ininumin si sultanin, pa'inne, ""Kuwe'itu ta'essebku me' kasalla'annu si akuhin. "
GEN,41,10,"Metu'uhin pag inastel kew si kami me' dara'akannun, dina'ak kami duk nakura' me' a'a maghinang-hinang panin kinalabusu we' nu dem luma' kapitan guwaldiyahin. "
GEN,41,11,Dambuwa' sangem neginep kami duwangan sali'-sali'. Saguwa' magseddili taginep kamihin. 
GEN,41,12,"Manjari niya' la'i dembuwa' lella Hibrani bata' pe, dara'akan kapitan me' guwaldiyahin. Pag magaka kami si iye tineginep kamihin, pinahātihan kami we' ne. Akahanne kami dangan-dangan hāti teginep kamihin. "
GEN,41,13,"Tewwa' kēmon pina'innen. Aku, pinabalik ku si hinangkun duk a'a dambuwa'in pinapatey ne."""
GEN,41,14,Sakali' takale sultanin miya'an magtawus pinasan we' ne dina'ak pīsi iye si Yusup. Magdayi'-dayi' siye ngeddo' si Yusup pinaluwas amban kalabusu. Magkeke dahu' iye duk magganti' semmek ubus bu pīne iye si sultanin. 
GEN,41,15,"Ubus pa'in sultanin pu si Yusup, ""Bakas ku neginep bu ga' niya' ta'u mahātine. Takaleku we' ta'u kew magpahāti teginep."" "
GEN,41,16,"Nambung si Yusup pa'inne, ""Duma'in hep aku, Sultan. Saguwa' pahātihan Tuhanin du kew bang ine teginepnun bu hātinen para si kahāpannu du."""
GEN,41,17,"Ubus pa'in sultanin pu si Yusup, ""Teginepkun we' la'i ku nengge si higad bohe' Nil. "
GEN,41,18,"Na, niya' pitu' sapi' hāp duk lemmek manamal patakas amban Nil miya'an. Mangan balili siye la'i. "
GEN,41,19,Ubus bu niya' paturul pitu' sapi' seddili patakas. Me' sapi' miya'an debbes duk kagkag manamal. Ga' ku bakas ngite sapi' debbes kuwe' miya'an tu'u si kēmon lahat Misir inin. 
GEN,41,20,Ubus bu me' sapi' makagkagin kakande me' pitu' sapi' malemmekin. 
GEN,41,21,Pag ubus kakande ga'i takilale we' bakas kakande pegge' ga' du halin kagkagden. Ubus ngape ne ku. 
GEN,41,22,"Manjari,"" pa'inne, ""neginep ku balik. Niya' dampo'on kuwe' paley pitu' tangka buwa'nen lemmek duk hāp manamal. "
GEN,41,23,Ubus bu tomo' isab pitu' tangka buwa'nen kagkag duk lanes sabab baliyu panas 
GEN,41,24,"bu iloroy we' me' buwa' makagkagin me' buwa' mahāpin. Bakas akaku tineginepku inin si me' a'a elimu'an saguwa' ga' niya' ta'u mahātine."""
GEN,41,25,"Pa'in si Yusup si sultanin, ""Me' teginepnun, Sultan, magdambuwa' du hātinen. Pakitehan Tuhanin si ka'u bang ine sōng hinangnen. "
GEN,41,26,"Me' pitu' sapi' mahāpin,"" pa'inne, ""hātinen pitun tahun, duk me' pitu' tangka buwa' mahāpin hātinen pitun tahun du isab. Magdambuwa' du hātinen. "
GEN,41,27,"Me' pitu' sapi' madebbes duk makagkagin, iye mapaturul si me' mahāpin hātinen pitun tahun,"" pa'inne, ""duk me' pitu' tangka buwa' makagkagin duk malanes sabab baliyu panasin hātinen pitun tahun isab. Hātine inin sōng niya' pitun tahun unus. "
GEN,41,28,"Akahante kew, Sultan, pakitehan Tuhanin si ka'u bang ine sōng hinangne. "
GEN,41,29,Sōng tekka dahu' pitun tahun manjari manamal kēmon tinanem diyalem lahat Misirin. 
GEN,41,30,Saguwa' paturul amban iyan niya' isab pitun tahun unus. Hangkan ga'i ne ta'essebde masa ka'ekka kapamanganin. Sigpit manamal dem lahatin we' unusin. 
GEN,41,31,"Hawal kasigpitan iyan ga' niya' a'a maka'esseb bakas kamanjari me' tinanemden."" "
GEN,41,32,"Pa'inne pe, ""Hangkan minduwe teginepnun supaya kata'uhannu we' dembūs-būs ne Tuhanin duk ga'i tiggel asal patekkane kēmon inin."""
GEN,41,33,"""Manjari,"" pa'inne pe, ""hāp, Sultan, bang kew miha dembuwa' a'a ta'u duk pandey mikil bu urunganun iye kapatut ngantan dem lahat Misir inin. "
GEN,41,34,"Hāp isab bang urungannu kapatut me' a'a sinduwehin magnakura' si kalahatan inin. Dem pitun tahun kamanjari me' tinanemin, bahagi'un pinalime kēmon jari me' tinanem si Misirin duk eddo'un da bahagi'. "
GEN,41,35,"Ubus,"" pa'inne pe, ""subey eddo' me' nakura'in kēmon bahagi' si ka'uhin, Sultan, dem kapitun tahun kamanjari tinanemin bu inenna' pahāp-hāp we' de diyalem me' bodega si me' puweblo. "
GEN,41,36,"Buwa' tinanemin dem me' bodega miya'an subey inenna' duk niya' kinakan bang tekka pitun tahun unusin duk ga'i inunus me' a'a Misirin."""
GEN,41,37,Manjari sultanin duk kēmon me' bata'nen kasulutan si binissāsi Yusup miya'an. 
GEN,41,38,"Pa'in sultanin si me' bata'nen, ""Ga' te'ed niya' takasuwa'te bi a'a kuwe' si Yusup iyan. La'i si iye kata'u amban Tuhanin."" "
GEN,41,39,"Ubus pa'inne pu si Yusup, ""Ga' niya' a'a paliyu kata'unen duk kapandeyannen amban ka'u, pegge' pinata'u kew we' Tuhanin. "
GEN,41,40,"Ka'u ne iye magbaya' si kēmonkun. Kēmon a'akun dem lahat inin subey ne patuhut si ka'u. Luwal aku, pegge' sultan ku, langkew amban ka'uhin."" "
GEN,41,41,"Pa'inne pe, ""Kuwe'itu ka'u ne mangantanan lahat Misirin."" "
GEN,41,42,Ubus pinellusan we' sultanin sinsimne tege malka sultanin amban gulameyne bu pinapīsi gulamey si Yusup. Pinasemmekan hāp we' ne si Yusup bu pinapīhan gantung li'ug bulawan si kellongne. 
GEN,41,43,"Ubus bu da'akne si Yusup pasakey diyata' pasakeyan para a'a mapasunu' si sultanin. Bu niya' dehellu amban iye ngalingan, pina'in, ""Pasujud ka'am."" Sāmiya'an pinatingkolo' si Yusup we' sultanin ngantanan lahat Misirin."
GEN,41,44,"Pa'in sultanin pu si Yusup, ""Aku sultanin, saguwa' ga'i makajari me' a'ahin tu'u dem lahat Misir maghinang ine-ine bang ga'i du da'aknu."" "
GEN,41,45,"Ubus bu ginanti'an we' sultanin ēn Yusupin bu ēnanne iye Sapenat-panea. Ubus pina'andahan we' sultanin si Yusup pu si Asenat, anak Potipera, imam amban On. Sāmiya'an labeyannen hangkan si Yusup tapagbaya' la'i si lahat Misir."
GEN,41,46,Tagna' si Yusup dina'ak magbaya' we' sultan Misirin tellumpū' tahun umulnen. Pag tahala' si Yusup amban sultanin lumengngan iye pīsi kalahat-lahatan dem lahat Misir. 
GEN,41,47,Dem pitun tahun ekka manamal jarihan tinanemin 
GEN,41,48,duk paka'eddo' we' si Yusup kēmon buwa' tinanemin bu paka'enna'ne dem bodega si me' puweblo. Si kēmon puweblohin enna'ne kinakan amban me' tana' mapaliputin. 
GEN,41,49,Banes manamal kinakan inenna' we' si Yusup; duk padeheng ne iye nakesne pegge' ekka ne manamal kuwe' ekkahan umus si tahikin hangkan ga'i ne tatakes; inenna' ne hadja.
GEN,41,50,"Ga' pe tekka unusin niya' ne duwe anak si Yusup lella duk andanen Asenat, anak Potipera, imam amban Onin. "
