Book_Code,Chapter,Verse,Text
MAT,6,9,"No meynozi kamo am inarahen nyo ya an.' Mo Ama do to, inaoy no si mamimin o tao a zomwazway so meylimwang a ngaran mo."
MAT,6,10,Inaoy no italamozong mo o karawan. Inaoy no mai jyamen do teyrahem o apiya ahahapan mo sya do teyngato.
MAT,6,11,O kanen namen sicyaraw eya am itoro mo jyamen.
MAT,6,12,"Vonasen mo o raraten namen, akman jyamen a ji mapeyyan sya do onowned so raten da jyamen no icyatatao namen."
MAT,6,13,"Ji mo yamen amya kalittan. Apzatan mo yamen mo Ama do to, do kararatan do teyrahem. [Ta imo rana am ka tey mowyat a tey mazway a Tao do to a yatomalamozong nyamen a mangay do kaidan no karawan. Amin.]'"
MAT,6,14,"""No si peykabobwen nyo o raraten da jinyo no icyatatao nyo am akman sang si Ama ta do to a amvonas so raraten nyo. "
MAT,6,15,No si ji nyo peykabobwa o raraten da jinyo no icyatatao nyo am akman sang si Ama ta do to a ji vonas so raraten nyo.
MAT,6,16,"""No ji kamo mangakaday a meynozi am ji nyo nginara sira o tanwasiwasi a tao, do kakma dey mapasingat a mapacita no kaji da nimangakadayan a meynozi. To ko na macitangayan jinyo am tana mahap da o kazwayan da do karawan am abo rana o mahahap da a kadmayan da ji Ama ta do to. "
MAT,6,17,Am inyo rana am no ji kamo mangakaday a meynozi am meysorod kamo. Meyramon kamo. 
MAT,6,18,"Taosya o kapakatovil da jinyo no tao a jya nimangakaday a meynozi, ta katenngan na inyo ni Ama ta do to. So iyan no yazaw na jinyo ni Ama ta do to."
MAT,6,19,"""Taosya o pangangagoman nyo so kangangay nyo do karawan, ta mavozsok ori, amraci ori, takawen da ori no manakaw a tao. "
MAT,6,20,Apyapya pa o kakzan nyo no kangangay nyo do teyngato. Ta abo do dang o vozsok a koman sya. Ji raci do dang. Abo dang o manakaw a tao. 
MAT,6,21,Ta o yanan no peymeymasaodan nyo am pacilolwan no onowned nyo an.
MAT,6,22,"""O mata nyo am akmey zezngang no kataotao nyo an. No si apya o mata nyo am akmey mazngang o pangonongan nyo an. "
MAT,6,23,"No si marahet rana o mata nyo am masari rana o citahen nyo. Akman sang, ta no si akmey mavota o onowned nyo am tey makasi o akman sang a tao."
