Book_Code,Chapter,Sentence,Text
MAT,5,34,"No kay mo gaw-on odti ay iarap na ka ha howis ta bi-sa ipaaristo na kan howis ha polis, kanya mapriso kay na ingat."
MAT,5,35,"Yay potog, ibalita ko komo, kay ka makalikol ha prisowan, anggan kay mo ma-bayaran yay kalin-ooltimowan sintimos nin molta mo."""
MAT,5,36,"[Wana ot ni Jesus, ] ""Tanda moyoy namaot odtin impanogo konlan tawtawo hin yadtaw: 'Ando ka mamabayi o maki-lalaki.'"
MAT,5,37,"Kot hiko, oyay ibalita ko komoyo: No yay a-say lalaki kot homilap yan bongat ha a-say babayi ta ha isip na ay main yay nan doka a apos kona, bilang ot bongat nakapagkasalanan yan pa-mabayi."
MAT,5,38,"Alimbawa, no yay wanan mata mo a ampangibatan nin makapagkasalanan ka, tampol kan gomwa paralan pigaw tomgon ana-rin, maskin mahkit a bilang moy nan hokiton tan ibantak a mata mo."
MAT,5,39,"Labah ot pa-hal ma-kolangan kan a-say partin lalaman, dinan intiron lalaman mo kot mi-ka ha impyirno."
MAT,5,40,"No yay wanan gamot moy namaot a ampangibatan nin makapagkasalanan ka, tampol kan gomwa paralan pigaw tomgon ana-rin, maskin mahkit a bilang moy nan po-tohon tan ibantak a gamot mo."
MAT,5,41,"Labah ot pa-hal ma-kolangan kan a-say partin lalaman, dinan intiron lalaman mo kot mi-ka ha impyirno."""
MAT,5,42,"[Wana ot ni Jesus, ] ""Oyay a-sa ot a kahogoan: 'Hinoman a lalakin mamihiyay nin kaambali ay kailangan biyan na ya yapon kasolatan nin pa-mihiyay.'"
MAT,5,43,"Balo ta oyay ibalita ko komoyo: Hinoman a lalakin mamihiyay nin kaambali, anta kay ya naki-lalaki ay kasalanan nan yadtin lalaki, ta ma-pilitan yadtin babayi nin magkaambalin oman o kari maki-lalaki a parihon an-itoring pa-maki-lalaki."
MAT,5,44,"Tan hinoman a lalakin magkaambali ha a-say babayin inhiyay ay makapagkasalanan ya syimprin pa-mabayi."""
MAT,5,45,"[Wana ot ni Jesus, ] ""Tanda moyoy namaot odtin impanogo konlan tawtawo hin yadtaw: 'Ando mo hiraon a pinaghompaan mon pangako konan Katawan, nokay kailangan gaw-on moy pinaghompaan mo kona.'"
MAT,5,46,Kot oyay ibalita ko komoyo: Ando kay na maghompa.
MAT,5,47,"No mangako ka o mangalimpotogan, ando mo halitaon: 'Tistigo koy langit,' bana ta ya-rin kot pa-hal trono nan Dios."
MAT,5,48,"Ando moy namaot halitaon: 'Tistigo koy lota,' ta yadti ay pa-hal paparnaan ayi nan Dios, tan ando moy namaot halitaon: 'Tistigo koy Jerusalem,' ta ya-rin yay syodad nan pinakamata-gay a Ari a homin laloma no ambo yay Dios."
MAT,5,49,"Tan ando mo halitaon: 'Mati ko man,' ta ni a-say habot mo ay kay mo ma-papoti o ma-pangitit."
MAT,5,50,"Tama anay ibalita moyon 'Iya' no iya o 'Kai' no kai, ta no pa-lahan moyo ot nin pa-maghompa ay ibat ana-rin koni Satanas."""
MAT,5,51,"[Wana ot ni Jesus, ] ""Tanda moyoy namaot odtin kahogoan tongkol ha pa-miaway: 'No nabolag nin a-say tawo a a-say mata mo, bolagon moy namaot a a-say mata na."
MAT,5,52,"O no na-balian na kan a-say ngipon, balion moy namaot a a-say ngipon na.'"
MAT,5,53,Balo ta oyay ibalita ko komoyo: Ando mo baloon yay hinoman a ampangwa doka komo.
MAT,5,54,"Alimbawa, no tinampal na ka ha wanan lopa mo, masbali iarap mo ot a wili."
MAT,5,55,"No idimanda na ka ta labay nan makway ayhing mo, ibi moy na ingat pati yay alimonmon mo."
MAT,5,56,"No alimbawa ta piliton na kan balatayon a awit na nin a-say kilomitro kadayo, gaw-on moy na ingat nin loway kilomitro nin losob ha nakom."
MAT,5,57,"Biyan mo yay ampakirawat komo, tan ando ka maki-kai ha ampaki-ram komo."""
MAT,5,58,"[Wana ot ni Jesus, ] ""Tanda moyoy namaot odtin kahogoan: 'Labyon mo hilay madani komo, balo ta tiplonon mo hilay angkomontra komo.'"
MAT,5,59,Balo ta oyay ibalita ko komoyo: Labyon moyo maskin hilay angkomontra komoyo.
MAT,5,60,Idawat moyo hilay ampamihompa komoyo a payabolan na hilan Dios nin abig.
MAT,5,61,Pangwaan moyon abig hilay ampaniplon komoyo.
