Book_Code,Chapter,Sentence,Text
MAT,3,11,Bang kamu di' tuud mabaya' pagmurkaan sin Tuhan pakitaan niyu dayn ha kawl-piil niyu marayaw sin piyagtawbatan niyu na tuud in manga dusa niyu.
MAT,3,12,"Ayaw kamu magpikil sin di' kamu kugdanan sin murka' sin Tuhan sawkat kamu panubu' hi Ibrahim sabab baytaan ta kamu, minsan in manga batu ini mapapanjari sin Tuhan tau, hinangun panubu' hi Ibrahim higanti' kaniyu."
MAT,3,13,"In kamu yan biya' sapantun kahuy masuuk na pilaun sin kapa, tibtibun dayn ha gamut niya."
MAT,3,14,Na sasuku' sin kahuy amu in di' magbunga marayaw tantu pilaun da ampa hilaruk pa lawm kāyu.
MAT,3,15,"""In aku ini mangligu' kaniyu sin tubig ha supaya awn tanda' sin piyagtawbatan niyu na in manga dusa niyu."
MAT,3,16,Sagawa' awn hambuuk sumunud kāku' dumatung mari labi mataas dayn kāku'.
MAT,3,17,Di' aku minsan tūpun dumāsin tawmpa' niya.
MAT,3,18,"Siya yan in magpatulun sin Rūsin Tuhan pa kaibanan tau amu in biya' sapantun hipangligu' kanila, iban siya da isab in magparatung murka' pa kaibanan."
MAT,3,19,Biya' siya sin hambuuk tau magtahap iban maghawan sin pāy bakas piyaggiikan niya.
MAT,3,20,Pag'ubus ampa niya hitaw' in unud ha pagtataw'an niya.
MAT,3,21,"Hāti in apa iban sin manga kaput, hilaruk pa lawm kāyu di' magkapūng kasaumulan."""
MAT,3,22,Manjari ha waktu yadtu nākawn hi Īsa pa Suba' Jurdan dayn ha hula' Jalil.
MAT,3,23,Miyawn siya nagpaligu' kan Yahiya.
MAT,3,24,Sagawa' di' mabaya' hi Yahiya mangligu' kaniya.
MAT,3,25,"Laung hi Yahiya ""Tuwan, mayta' ikaw pa in mari kāku' magpaligu'?"
MAT,3,26,"Gām mayan subay aku in liguun mu."""
MAT,3,27,"Sagawa' in sambung hi Īsa kaniya, ""Kadtui na."
MAT,3,28,Ligua na aku bihaun.
MAT,3,29,"Matūp da kaw mangligu' kāku' ha supaya maagad katān in kabayaan sin Tuhan."""
MAT,3,30,"Na, timaayun na hi Yahiya."
MAT,3,31,Līgu' na hi Yahiya hi Īsa.
MAT,3,32,"Naubus mayan siya līgu', minīg na siya dayn ha tubig."
MAT,3,33,"Pag'īg niya, magtūy naukab in lawang langit."
MAT,3,34,Kīta' niya in Rūsin Tuhan nagpasalupa assang nanaug dayn ha langit ampa timapu' mawn kaniya.
MAT,3,35,"Pag'ubus awn nagsuwara dayn ha langit, amu agi, ""Amuna ini in Anak ku kalasahan ku."
MAT,3,36,"Siya in makasulut tuud kāku'."""
MAT,4,1,Manjari diyātimukad hi Īsa sin Rūsin Tuhan madtu pa hula' paslangan mahunit paghulaan.
MAT,4,2,"Hangkan siya diyāmadtu, ha supaya siya sasatun sin Iblis."
MAT,4,3,Ha lawm sin ka'patan adlaw iban ka'patan dūm wayruun hangsulag kakaun in nakaun niya.
MAT,4,4,"Na, pag'ubus yadtu hiyapdi' na siya."
MAT,4,5,"Sakali kiyawn na tuud siya sin Mananasat yaun, amu agi kaniya, ""Bang kaw bunnal amuna in Anak Tuhan, daaka in manga batu ini mahinang kakaun."""
MAT,4,6,"Sagawa' in sambung hi Īsa, ""Kiyasulat ha lawm Kitab in Parman sin Tuhan, amu agi, 'In mānusiya' di' mabuhi' sin kakaun sadja, sagawa' in makabuhi' tuud kanila amuna in katān Parman sin Tuhan.'"""
MAT,4,7,"Pag'ubus yadtu diyāhi Īsa sin Iblis madtu pa Awrusalam (Baytal Makdis) amu in pagtawagun Dāira Suchi, piyasakat pa puntuk sin Bāy sin Tuhan."
MAT,4,8,"Na, laung sin Iblis kan Īsa, ""Bang kaw bunnal amuna in Anak Tuhan, tugpa' kaw dayn ha taas ini pa baba', sabab kiyasulat ha lawm Kitab, amu agi, 'Daakun sin Tuhan in manga malāikat niya magjaga kaymu."
MAT,4,9,"Tayakun nila kawha supaya in siki mu di' kumugdan pa manga batu.'"""
MAT,4,10,"Laung hi Īsa kaniya, ""Sagawa' kiyasulat da isab ha lawm Kitab, amu agi, 'Subay niyu di' dustaun in Tuhan, amu in Panghu' niyu.'"""
MAT,4,11,"Pag'ubus yadtu diyāna isab sin Iblis hi Īsa madtu pa puntuk būd ampa piyakita' kaniya in katān kahula'-hulaan ha lawm dunya, amu in hipu' sin katān daya iban kawasa."
MAT,4,12,"Laung sin Iblis kan Īsa, ""In katān yan hirihil ku kaymu bang kaw sumujud sumumba kāku'."""
MAT,4,13,"Laung hi Īsa kaniya, ""Īg kaw dayn dī, Saytan Puntukan!"
MAT,4,14,"Kiyasulat ha lawm Kitab, amu agi, 'Subay hambuuk-buuk Tuhan, Panghu' niyu in sumbahun iban pagtag'īpunan niyu.'"""
MAT,4,15,"Pag'ubus yadtu minīg na in Iblis, amu in Saytan Puntukan."
MAT,4,16,"Pag'īg niya, miyawn na in manga malāikat timabang kan Īsa."
MAT,4,17,"Manjari diyungug mayan hi Īsa sin najīl hi Yahiya amu in mangliligu', miyadtu siya pa hula' Jalil."
MAT,4,18,"Wala' na siya himula' duun ha Nasarit, sagawa' miyadtu siya himula' pa Kapirnaum, hambuuk kawman ha higad Dagat Jalil ha hula' Sibulun iban hula' Naptali."
MAT,4,19,"Na, dayn duun nabunnal in kiyabichara hi Nabi Isayas, laung niya, ""In hula' Sibulun iban hula' Naptali, amu in dapit pa dagat ha hansipak sin Suba' Jurdan, amu in pagtawagun da isab Jalil, amu in paghulaan sin bangsa ginisan!"
MAT,4,20,"In manga tau ha manga hula' yan bakas sila biya' hantang ha lawm katigidluman, sa' makakita' na sila kasawahan amu in landu' masilak."
MAT,4,21,"Bakas sila awam, biya' sapantun ha lawm katigidluman iban mabuga' sila mapatay, sa' bihaun awn na kasawahan sin pamikil nila."""
MAT,4,22,Dayn ha waktu yadtu timagna' na nagnasīhat hi Īsa.
MAT,4,23,"Laung niya ha manga tau, ""Pagtawbati niyu na in manga dusa niyu, sabab masuuk na dumatung mari in pamarinta sin Tuhan."""
MAT,4,24,"Manjari, ha sa'bu niya miyamanaw ha higad sin dagat pagngānan Dagat Jalil, kīta' niya in duwa magtaymanghud mag'iista', hi Simun amu in pagngānan da isab Pitrus, iban sin taymanghud niya hi Andariyas."
MAT,4,25,Duun in duwa magtaymanghud nanglalaya ista' ha dagat.
MAT,4,26,"Laung hi Īsa kanila, ""Manga bagay, agad kamu mari kāku'."
MAT,4,27,"In piyaghulas-sangsaan niyu bihaun, mag'ista', sa' hinduan ta kamu bang biya'diin maghulas-sangsa' dumāha mānusiya' pagkahi niyu magad kāku'."""
MAT,4,28,"Na, saruun-duun biyutawanan nila in laya nila ampa sila miyagad kan Īsa."
MAT,4,29,Limanjal na sila sin panaw nila.
MAT,4,30,"Sakali kīta' hi Īsa in duwa magtaymanghud hi Ya'kub kay Yahiya, manga anak hi Sibidi."
MAT,4,31,Yaun sila iban sin ama' nila hi Sibidi ha taas kumpit asibi' nagdarayaw sin laya nila.
MAT,4,32,Tiyawag sila hi Īsa.
MAT,4,33,"Saruun-duun binīn nila in ama' nila iban sin kumpit asibi', ampa sila miyagad kan Īsa."
MAT,4,34,"Na, liyatag hi Īsa piyanaw in katilibut sin hula' Jalil."
MAT,4,35,Nanghindu' siya ha manga tau ha manga lawm langgal.
MAT,4,36,Nagnasīhat siya sin Bayta' Marayaw pasal sin pamarinta sin Tuhan iban napauli' niya in indaginis lamma iban sakit sin manga tau.
MAT,4,37,"Na, magtūy natanyag in hinang niya pa katān hula' ha katilingkal Siriya."
MAT,4,38,"Hangkan diyāna mawn kaniya in manga tau imuukuy sin indaginis sakit, siyusūd saytan, biyababuy-babuy iban nagpapatay in baran."
MAT,4,39,In manga tau kiyugdan sin manga sakit ini napauli' hi Īsa katān.
MAT,4,40,"Pakain-pakain siya manaw, mataud tuud tau in miyamagad imuurul kaniya, manga tau dayn ha hula' Jalil, dayn ha hula' pagtawagun Hangpu' Dāira, dayn ha Awrusalam (Baytal Makdis), dayn ha Yahudiya iban dayn ha hula' ha hansipak sin Suba' Jurdan."
MAT,5,1,"Manjari pagkita' hi Īsa mataud tau in imuurul kaniya, timukad siya pa taas būd-būd ampa siya limingkud."
MAT,5,2,"Paglingkud niya, nagtipun ha katilibut niya in manga mulid niya."
MAT,5,3,"Na, timagna' na siya nagnasīhat, laung niya, ""Hisiyu-siyu in magkahagad, sin kagunahan niya tuud in tabang sin Tuhan, dakula' in karayawan niya, sabab ha lawm siya sin pamarinta sin Tuhan!"
MAT,5,4,"Hisiyu-siyu in magkasusahan sabab sin manga kangīan ha lawm dunya, dakula' in karayawan niya, sabab tantu tabangun tuud siya sin Tuhan!"
MAT,5,5,"Hisiyu-siyu in mababa' in pangatayan niya, dakula' in karayawan niya, sabab matayma' niya in kiyajanji' kaniya sin Tuhan."
MAT,5,6,"Hisiyu-siyu in mabaya' tuud umādil in atay niya, dakula' in karayawan niya, sabab dūlan siya sin Tuhan."
MAT,5,7,Umādil siya.
MAT,5,8,"Hisiyu-siyu in maluuy ha pagkahi niya, dakula' in karayawan niya, sabab kaluuyan da isab siya sin Tuhan!"
MAT,5,9,"Hisiyu-siyu in mabuntul in itikad niya pa Tuhan, dakula' in karayawan niya, sabab makapagkita' siya iban Tuhan ha susūngun!"
MAT,5,10,"Hisiyu-siyu in makapasulut ha pagkahi niya, dakula' in karayawan niya, sabab simupu siya ha Tuhan, amu in magpasulut ha manga mānusiya'."
MAT,5,11,"Hisiyu-siyu in nabibinsana' pasal sin pag'agad niya sin kabayaan sin Tuhan, dakula' in karayawan niya, sabab in siya ha lawm pamarinta sin Tuhan!"
MAT,5,12,"""In kamu isab, bang kamu gura'-guraun iban binasahun iban hinangan kamu bichara sin katān ginisan puting sin manga tau sabab miyamagad kamu kāku', dakula' in karayawan niyu."
MAT,5,13,"Pagkūg-kuyag tuud kamu, sabab awn tungbas dakula' tiyatagama kaniyu didtu ha surga'."
MAT,5,14,"Biya' da isab ha yan in manga kanabihan sin nakauna yadtu, piyagbinasa sin manga tau pagkahi nila."""
MAT,5,15,"Iban laung pa isab hi Īsa, ""In manga kamu agad kāku' biya' kamu sapantun asin amu in makaparayaw sin kahālan sin katān."
MAT,5,16,Karna' in asin amu in makaparayaw sin kakaun.
MAT,5,17,Sagawa' in asin bang maīg na in kaasin niya way na dapat paasinun magbalik.
MAT,5,18,Wayruun na yan kapūsan niya.
MAT,5,19,"Hangkan hibugit na yan pa dān, paggiikan na sin manga tau."
MAT,5,20,"""Iban biya' da isab kamu sin sapantun ilaw dumihil kasawahan ha katilingkal dunya."
MAT,5,21,"Na, in ilaw di' hikatapuk."
MAT,5,22,"Biya' da yan sapantun sin dāira nakabutang ha taas būd-būd, amu in tantu kakitaan sadja sin manga tau katān."
MAT,5,23,"Wayruun tau magsū' sin ilaw niya, pag'ubus ampa niya sauban sin pastan."
MAT,5,24,Gām mayan hibutang niya ha taas sin pagbubutangan ilaw ha supaya makarihil sawa pa tau katān ha lawm bāy.
MAT,5,25,"Damikkiyan, biya' da isab ha yan in hantang niyu."
MAT,5,26,Subay kamu dumihil kasawahan pa manga mānusiya'.
MAT,5,27,"Hāti niya pakitaan niyu pa manga tau in manga hinang niyu marayaw, ha supaya nila sanglitun in Ama' niyu ha surga', amu in Tuhan."
MAT,5,28,"""Ayaw kamu magpikil sin in maksud ku miyari umīg sin sara' agama piyanaug dayn kan Musa iban sin hindu' sin manga kanabihan."
MAT,5,29,"Wala' aku miyari umīg ha yan, sagawa' miyari aku dumihil kasabunnalan sin manga hindu' yan."
MAT,5,30,Ini in tumtuma niyu!
MAT,5,31,In sara' agama di' tuud manjari pahil-pahilun.
MAT,5,32,"Ha salugay masi pa in langit iban dunya iban wala' pa naawn in katān kiyabayta' ha lawm sara' agama, na wayruun minsan hambuuk batang sulat atawa baris sin manga sara' agama in maīg."
MAT,5,33,"Hangkan hisiyu-siyu in lumanggal sin sara' agama minsan sara' amu in biya' way tantu, iban manghindu' ha kaibanan lumanggal da isab sin sara', na siya in mababa' tuud ha lawm pamarinta sin Tuhan."
MAT,5,34,"Sagawa' hisiyu-siyu in magkahagad sin sara' agama iban manghindu' ha kaibanan kumahagad sin sara', awn kalagguan niya ha lawm pamarinta sin Tuhan."
MAT,5,35,"Baytaan ta kamu, bang in pagtaat niyu pa Tuhan di' da lumabi dayn ha pagtaat sin manga guru sin sara' agama iban sin manga Parisi, na, wayruun palsukuan niyu ha lawm pamarintahan sin Tuhan."
MAT,5,36,"""Bakas niyu na piyagkarungugan in hindu' ha manga tau sin timpu nakauna, amu agi, 'Ayaw kamu mamunu' ha pagkahi niyu."
MAT,5,37,"Hisiyu-siyu in mamunu' ha pagkahi niya, in siya yan hukumun.'"
MAT,5,38,Sagawa' bihaun ini in hibayta' ku kaniyu!
MAT,5,39,"Hisiyu-siyu in marugal ha pagkahi niya, na, kabutangan siya hukuman."
MAT,5,40,"Damikkiyan, hisiyu-siyu in imiyan 'Asmak' ha pagkahi niya marāsiya pa sara' dakula' paghuhukuman."
MAT,5,41,"Iban hisiyu-siyu in imiyan ha pagkahi niya, 'Babbal kaw."
MAT,5,42,"Wayruun tuud kapūsan mu,' in siya yan masiksa' ha narka'."
MAT,5,43,"Na, bang ha sa'bu sūng niyu umungsud sin pagkulbanan niyu pa Tuhan, ampa sumaīgpat pa atay niyu in dusa niyu ha pagkahi niyu, bīnan in pagkulbanan niyu pa Tuhan duun ha lugal sin pagkukulbanan, ampa kamu kadtu dumāmagdayaw ha pagkahi niyu."
MAT,5,44,"Subay na kamu makapagdayaw na, ampa kamu magbalik umungsud sin pagkulbanan niyu pa Tuhan."
MAT,5,45,"""Bang kamu tuntutan iban dāhun maghukum sin hambuuk tau, dāha niyu siya magtūy magsulut bābādi' pa marāpa paghuhukuman in parakala' niyu."
MAT,5,46,"Sabab bang kamu marāna pa paghukuman ampa kamu kamattanan sin dusa niyu, butangan na kamu hukuman sin manghuhukum ampa kamu hitukbal pa pulis."
MAT,5,47,Pag'ubus ampa kamu hiluun sin pulis pa jīl.
MAT,5,48,"Na, ingat kamu, duun kamu tumuddas ha salugay di' niyu kabayaran in kasāan narusa niyu."
MAT,5,49,"""Piyagkarungugan niyu da isab in hindu' ini, amu agi, 'Ayaw kamu magjina.'"
MAT,5,50,"Sagawa' bihaun ini in hibayta' ku kaniyu: hisiyu-siyu in umatud ha hambuuk babai ampa pagnapsuhan niya in babai yan, nagjina na siya iban sin babai yan ha lawm atay niya."
MAT,5,51,"Hangkan bang sawpama in mata niyu makarākaniyu magdusa, na, amu in pagbahasahun marayaw pa lugitun niyu in mata niyu ampa niyu bugitan."
MAT,5,52,"Labi pa marayaw maīg in hansipak mata niyu, dayn sin pa lawm narka' in uwian sin ginhawa-baran niyu."
MAT,5,53,"Damikkiyan, bang sawpama in hansipak lima niyu amu in makarākaniyu magdusa, na, amu in pagbahasahun marayaw pa yan uturun niyu ampa niyu bugitan."
